,titles,replies,views,activity,category
1166,Artist looking for writer (unpaid) 😊,4,781,Feb '20,collaborations
1167,Seeking extra WRITER to help finish book (Free Collaboration),221,167,Feb '20,collaborations
1168,Looking for drawing artist that can make a sketch of my character,4,302,Feb '20,collaborations
1169,Colorist available for non paid collaboration,194,200,Feb '20,collaborations
1170,Looking For Enflish Speaking Editor For My Novel Series (UNPAID) (EDITOR FOUND),4,244,Feb '20,collaborations
1171,Professionally Publisher Writer Looking for a Webtoon Artist Collaboration (Unpaid),228,467,Feb '20,collaborations
1172,"Writer looking for artist that draws in Black & White, with mostly no colour so the drawing is faster and easier (For Webtoons) (Unpaid)",13,168,Feb '20,collaborations
1173,Writer looking for a bl artist,472,240,Feb '20,collaborations
1174,How much for a Legendary Moonlight Sculptort(manhwa) level artist?,2,690,Feb '20,collaborations
1175,Writer itching to create something again with an artist (UNPAID),162,249,Feb '20,collaborations
1176,Hi Do you want in on this idea I have for a contest to get your OC drawn?,6,165,Feb '20,collaborations
1177,I’m looking for a scifi writer to work with.. If possible an artist as well?,376,333,Feb '20,collaborations
1178,Looking for artist for webtoon to collaborate. Have some stories already but can write any genre,4,153,Feb '20,collaborations
1179,………………collab closed,226,228,Feb '20,collaborations
1180,"Artist Looking for WRITER –(closed) (genre: romance, high school)",1,332,Feb '20,collaborations
1181,Want to collab? Looking for an artist to create a series. (Genre: Romance Setting: High School),123,218,Feb '20,collaborations
1182,Will draw comic pages for free (closed),4,475,Feb '20,collaborations
1183,Looking for novel cover artist (paid),222,503,Jan '20,collaborations
1184,Published Author Looking for Manhwa Artist for Collaboration (Partner),2,291,Jan '20,collaborations
1185,Writer still looking for an Artist! (Webtoon Short Story Contest),176,283,Jan '20,collaborations
1186,"Looking for Chapter Illustrators (currently unpaid since times are tough, but I’d love to pay you if I could)",7,392,Jan '20,collaborations
1187,I’m A WRITER looking for an Artist (WEBTOON),152,228,Jan '20,collaborations
1188,Looking for co-writer for webcomic (I have a paid artist),81,330,Jan '20,collaborations
1189,Anyone need help with lineart/coloring?,954,199,Jan '20,collaborations
1190,"Dodgy Spiderman drawing Required (Unpaid, Non Revarding, You’ll Die In Infamy) (CLOSED)",1,279,Jan '20,collaborations
1191,Collaboration: Beyond Realms MMORPG Comic Book,147,385,Jan '20,collaborations
1192,Seeking extra WRITER for a project (Free Collaboration),1,239,Jan '20,collaborations
1193,Need Artist for cover,122,310,Jan '20,collaborations
1194,I have a story.. that needs an artist (closed),1,262,Jan '20,collaborations
1195,Searching for a Beta Reader,144,200,Jan '20,collaborations
1196,Need Guest Artists for Comic (Unpaid cause I Suck),2,182,Jan '20,collaborations
1197,"I can create, but not draw",201,270,Jan '20,collaborations
1198,Im Looking for Grammar Partner,2,175,Jan '20,collaborations
1199,Webtoon Short Story 2020 (Closed),218,355,Jan '20,collaborations
1200,Looking For Source Of Free Images,5,208,Jan '20,collaborations
1201,"I’ll Make Cover For Your Under 100 Subs Series (FREE, 4/5)",222,810,Jan '20,collaborations
1202,"[PAID] SciFi/Fantasy webtoon series, 50-70 episodes for 1 season",3,271,Jan '20,collaborations
1203,I cannot draw sadly,219,361,Jan '20,collaborations
1204,20+ Comic/Novel & art Discord Server!,8,171,Jan '20,collaborations
1205,Looking for a collab on a story? Here is my discord,418,276,Jan '20,collaborations
1206,Artist needed for Webtoon Contest,21,207,Jan '20,collaborations
1207,Collab: Designing Main Characters house,869,471,Jan '20,collaborations
1208,Colorist needed for Webtoons Contest (Possible 1/3 Cut of Prize),2,266,Jan '20,collaborations
1209,Wanted: an comic or manga artist for sci-fi story (Profit: 50/50),139,144,Jan '20,collaborations
1210,Writer looking for Cover artist,3,374,Jan '20,collaborations
1211,Looking for manhwa-style artist (partner) [Closed],739,651,Jan '20,collaborations
1212,Cyberscape Neo Needs a Line/Inking Artist,5,202,Jan '20,collaborations
1213,Manga Artists Needed (Unpaid) (Partnership),150,593,Jan '20,collaborations
1214,(Paid) Looking for multiple webtoon artists,1,265,Jan '20,collaborations
1215,"Hi, Does any artist who is also a writer want to do a collab/partnership for a web novel? (Unpaid)",125,243,Jan '20,collaborations
1216,(Unpaid) Looking for artist to adapt newest chapter of my short story collection,5,225,Jan '20,collaborations
1217,I would like a partner to draw (unpaid(sorry)) and to help occasionally brainstorm ideas with me for a new webtoon I’m thinking of,114,190,Jan '20,collaborations
1218,Writer looking for novel artist,3,199,Jan '20,collaborations
1219,Writer Looking for and artists on a comedy/fantasy webcomic pls help (unpaid probably) (open),194,242,Jan '20,collaborations
1220,The NEW Crosspromotion Megathread,7,360,Jan '20,collaborations
1221,Inker Needed (low buddget payment),261,261,Jan '20,collaborations
1222,Writer looking for an artist for the Webtoon Short Story Contest,10,212,Dec '19,collaborations
1223,[Paid] Another Writer Looking For An Artist To Collaborate With On The Webtoon Short Story Contest,170,449,Dec '19,collaborations
1224,Writer looking for artist to collaborate with in making comics,15,274,Dec '19,collaborations
1225,Fantasy Writer looking for Artist (paid),655,248,Dec '19,collaborations
1226,Writer looking for an artist…. Maybe for Webtoon,0,360,Dec '19,collaborations
1227,Writer with 3 concepts looking for an artist of any level (unpaid),415,268,Dec '19,collaborations
1228,Artist looking for Writer (UNPAID Collaboration),1,360,Dec '19,collaborations
1229,Seeking Artist for Short Story Webtoon Competition (Paid),164,575,Dec '19,collaborations
1230,Looking for an Artist again/ Maybe Paid,9,303,Dec '19,collaborations
1231,Artist interested in collaboration,152,467,Dec '19,collaborations
1232,[CLOSED – WRITER FOUND] Yaoi Jam 2020 - Artist looking for writer for VN collaboration (UNPAID),10,411,Dec '19,collaborations
1233,Looking for webtoon artist (very small budget),278,347,Dec '19,collaborations
1234,Artists looking to start a fantasy comic,4,485,Dec '19,collaborations
1235,ARTISTS NEEDED (unpaid),177,401,Dec '19,collaborations
1236,(closed) Doing (Unpaid) cover art any genre,11,683,Dec '19,collaborations
1237,Writer looking for an Artist for Webtoon Partnership,316,287,Dec '19,collaborations
1238,Looking for an artist to help in backgrounds,4,705,Dec '19,collaborations
1239,Looking for artists for a nonprofit type of collaboration,143,657,Dec '19,collaborations
1240,A Writer looking for an Artist!,6,310,Dec '19,collaborations
1241,Writer looking for artist for a webtoon/tapas/comic partner. (Partner),278,557,Dec '19,collaborations
1242,(closed)Artist looking for someone to collab on a story idea with,3,318,Dec '19,collaborations
1243,Asymmetric Victoria (my webcomic) fanart chapter,229,346,Dec '19,collaborations
1244,Looking for ARTIST for on-going webcomic,5,223,Dec '19,collaborations
1245,Looking for flatter (closed),218,245,Dec '19,collaborations
1246,[CURRENTLY UNPAID] Writer Looking for Artist for M/M Scifi Romance with Trans MC,2,366,Dec '19,collaborations
1247,Seeking Artists who are looking for Writers. (Payment not needed.),207,230,Dec '19,collaborations
1248,[CLOSED - Found Writer] – Artist looking to partner with a writer/co-writer… (unpaid collaboration),1,326,Dec '19,collaborations
1249,Free Covers For Your Horror Series (3/5 TEMPORARILY CLOSED),209,581,Dec '19,collaborations
1250,I need writing publicity (partnership),8,238,Dec '19,collaborations
1251,(Temp closed)Writer looking for digital artist for cover & character designs for a story ~Unpaid~,258,402,Dec '19,collaborations
1252,Writer (Novel) Looking for an Artist (PAID),1,434,Dec '19,collaborations
1253,Writer Looking for Artist(UNPAID),119,342,Dec '19,collaborations
1254,Calling for Artist with time on their Hands for League of Legends Project,2,1.2k,Dec '19,collaborations
1255,Writer Seeking artist for futuristic BL title,134,194,Dec '19,collaborations
1256,I want to draw your DnD or comic characters!,30,1.1k,Nov '19,collaborations
1257,Writer looking for artist partner (unpaid),559,299,Nov '19,collaborations
1258,Anime/Manga artist needed for webtoon comic,1,398,Nov '19,collaborations
1259,(Unpaid) Writer Needs Artist,169,1.2k,Nov '19,collaborations
1260,Hello artist needed for sci-fi manga series comic wanted (unpaid),7,489,Nov '19,collaborations
1261,Artist needed for Novel,292,391,Nov '19,collaborations
1262,New artist here looking for work.(unpaid),1,231,Nov '19,collaborations
1263,Looking for an Artist to collab on a BL omegaverse webtoon,118,376,Nov '19,collaborations
1264,In Need Of Cover Art,3,540,Nov '19,collaborations
1265,Writer Needing a Manga Artist (Partnership) (Unpaid),313,195,Nov '19,collaborations
1266,Looking for a webtoon artist,3,296,Nov '19,collaborations
1267,Anybody needs a writer?¿ ( UNPAID),269,278,Nov '19,collaborations
1268,Writer Looking for a Artist for a Web-comic,3,214,Nov '19,collaborations
1269,Closed- Found artist,482,446,Nov '19,collaborations
1270,Writer looking for an Artist (Webtoon Short Story Contest 2020) (Heartfelt category),1,534,Nov '19,collaborations
1271,Artist looking for a study-buddy,218,324,Nov '19,collaborations
1272,What collabs should we do?,23,204,Nov '19,collaborations
1273,Groups Comic Challenge with a deadline,284,179,Nov '19,collaborations
1274,Artist looking for a writer who can pay,13,189,Nov '19,collaborations
1275,Amateur writer (never wrote a full project) looking for an artist,415,189,Nov '19,collaborations
1276,Looking for a writer to collaborate with for a short comic! CLOSED,1,328,Nov '19,collaborations
1277,Free Covers For Your Series (5/5 CLOSED),176,563,Nov '19,collaborations
1278,"I am looking for an artist for a psychological romance webtoon with elements of thriller, mystery (Unpaid) CLOSED",17,287,Nov '19,collaborations
1279,Can somebody make this story a comic?,259,266,Nov '19,collaborations
1280,Artist wanted to collab with on webtoon short story contest CLOSED,5,475,Nov '19,collaborations
1281,(Open) Looking for a artist for the webtoons short story contest,267,299,Nov '19,collaborations
1282,(OPEN) Writer seeking artist! WEBTOON Short Story Contest 2020,15,553,Nov '19,collaborations
1283,Published Author Seeking Artist for New Project (Paid Job!) - CLOSED -,315,426,Nov '19,collaborations
1284,Artist looking for a writer with already written script (Not Paid),3,330,Oct '19,collaborations
1285,Writer seeking Artist (closed now,226,286,Oct '19,collaborations
1286,Writer looking for Webtoon artist to collab (artist found),1,716,Oct '19,collaborations
1287,I’ll draw for you cause I’m bored as fucccccckkkkk (closed),203,402,Oct '19,collaborations
1288,Writer looking for Artist on a Webtoon Project (Unpaid?),8,367,Oct '19,collaborations
1289,(OPEN) Searching for Manga-style Artist for Project,186,373,Oct '19,collaborations
1290,Artist for a comic based on a videogame [Not paid but with reward],8,282,Oct '19,collaborations
1291,"Unofficial discord server for people, interested in Webtoon 2020 Short Story Contest",351,477,Oct '19,collaborations
1292,I will Draw background for comic and novel,1,288,Oct '19,collaborations
1293,(CLOSED) Writer seeking artist for Webtoon Canvas challenge (Brain),126,270,Oct '19,collaborations
1294,I need An Artist (Unpaid) (must have some experience),7,255,Oct '19,collaborations
1295,Closed [COLLAB + BL + REV SPLIT + MAKE A BUDDY] 300k sub exposure,358,353,Oct '19,collaborations
1296,(Closed) I need an idea to draw,4,297,Oct '19,collaborations
1297,I’d love a better book cover,273,201,Oct '19,collaborations
1298,Looking for artist to draw my robot heaed (CLOSED),3,196,Oct '19,collaborations
1299,Seeking a second artist for first issue of comic,199,226,Oct '19,collaborations
1300,I’m looking for a co-writer(s) and an artist. I have just a vague idea. (Unpaid) (I’m broke) 😶,5,530,Oct '19,collaborations
1301,"A Cup Of Tea, another anthology! [EMAILS SENT]",330,4.7k,Oct '19,collaborations
1302,Galera ja tenho mais de 100 inscritos como monetizo agora?,6,148,Oct '19,collaborations
1303,Looing for Inker (Paid),283,430,Oct '19,collaborations
1304,Searching for an Artist for Webtoon Contest 2020 (Collab/Split),9,584,Oct '19,collaborations
1305,Looking to commission an artist for my novel thumbnail and banner (paid),300,270,Oct '19,collaborations
1306,Writer seeking Artist/Collaborators,4,217,Oct '19,collaborations
1307,Writer in search of an Artist,169,246,Oct '19,collaborations
1308,Alternative to traditional writing workshop and anthology,8,186,Oct '19,collaborations
1309,Artist seeking writer for project! help!,298,525,Oct '19,collaborations
1310,"Artist, like to draw, struggling with script?",12,242,Oct '19,collaborations
1311,Artist looking for a cowriter (OPEN),173,370,Oct '19,collaborations
1312,Any artist willing to do a skill trade?,8,307,Oct '19,collaborations
1313,In need of a fixed beta reader/editor (paid…?),266,232,Sep '19,collaborations
1314,Artist seeking co writer for short project? (unpaid) revenue will be negotiated and split,10,267,Sep '19,collaborations
1315,Writer Looking for Artist Collaboration,181,308,Sep '19,collaborations
1316,Writer looking for artist collaboration (unpaid 50/50 rev split),1,157,Sep '19,collaborations
1317,A weeeeeee collab request! Art is needed! [unpaid],140,368,Sep '19,collaborations
1318,Looking for an Editor! (Paid),2,266,Sep '19,collaborations
1319,Thumbnail Artist,146,400,Sep '19,collaborations
1320,Artist-Writer looking for beta readers!,3,400,Sep '19,collaborations
1321,(Closed) Unpaid- Writer looking for digital artist,214,228,Sep '19,collaborations
1322,"Writer Looking For Artist To Collaborate (Split Revenue, Webtoon) [Semi-Closed]",4,486,Sep '19,collaborations
1323,Need a colourist? [UnPaid],366,447,Sep '19,collaborations
1324,Writer looking for artist for the Webtoon competition!,4,286,Sep '19,collaborations
1325,(CLOSED) Searching for artist for a shojo comics for Webtoon short story contest 2020 (paid),265,646,Sep '19,collaborations
1326,No longer needed thanks,13,936,Sep '19,collaborations
1327,Artist looking for writer partner entering webtoon short story contest,224,556,Sep '19,collaborations
1328,Writer looking for artist for webtoons short story contest (unpaid / split revenue),9,330,Sep '19,collaborations
1329,Looking for Artist/Writer (¿Unpaid/Paid?),209,352,Sep '19,collaborations
1330,Webtoon Short Story Contest - Looking for Artist (Collaboration),12,336,Sep '19,collaborations
1331,Looking for artist for fantasy comedy series (UNPAID),317,472,Sep '19,collaborations
1332,(Unpaid) Artist looking for editor/ co-writer for slice of life webtoon,2,325,Sep '19,collaborations
1333,Editing & Ghostwriting?,123,271,Sep '19,collaborations
1334,Collaboration / Partnership For Series [Semi-Closed],1,308,Sep '19,collaborations
1335,"Super hero webtoon, ARTIST NEEDED (CLOSED)",236,931,Sep '19,collaborations
1336,I am looking for a few Manga Artists,2,224,Sep '19,collaborations
1337,Artist looking for partner for short webtoon (unpaid),201,1.2k,Sep '19,collaborations
1338,Writer looking for artist for Webtoon Short Story Contest [CLOSED],4,330,Sep '19,collaborations
1339,Who’s Up For an April Fools Joke?,211,472,Sep '19,collaborations
1340,PAID! looking to HIRE someone who can typeset and make small artistic fixes on my old chapters!,2,186,Sep '19,collaborations
1341,An Excited Writer Looking For An Artist Extraordinaire!,197,942,Sep '19,collaborations
1342,Looking for a Writer and Artist to brainstorm with,13,446,Sep '19,collaborations
1343,Tapas Tournament of Power?,547,531,Sep '19,collaborations
1344,"Writer looking for manga artist (unpaid, long and ongoing story)",5,245,Sep '19,collaborations
1345,[PAID] Looking for artist to help with existing webtoon,171,285,Sep '19,collaborations
1346,Collaboration On Webtoon Short Story Contest,1,419,Sep '19,collaborations
1347,Looking For Artist To Collaborate With,297,274,Sep '19,collaborations
1348,"Can you draw my character (unpaid, unneccessary, ignore it)",3,461,Sep '19,collaborations
1349,Looking for Artist for Horror Story (Unpaid/Rev-Share),235,194,Sep '19,collaborations
1350,I would like to collaborate with other artists,4,346,Aug '19,collaborations
1351,Fair Exchange Promotion,172,1.1k,Aug '19,collaborations
1352,"Language exchange (very short, quick translations)",1,4.7k,Aug '19,collaborations
1353,Writer Looking For Webtoon Artist (Split Revenue Collaboration),156,499,Aug '19,collaborations
1354,Writer looking for collaboration with artist(unpaid),28,422,Aug '19,collaborations
1355,Writer looking for collab with artist for webtoon (unpaid),929,303,Aug '19,collaborations
1356,Writer looking for artist for an ongoing webtoon (1.7k followers already) (closed),5,400,Aug '19,collaborations
1357,Where can I create my own fantasy characters,463,375,Aug '19,collaborations
1358,Who wants to mash up ideas and come up with a good story on discord?,6,226,Aug '19,collaborations
1359,I’m a Writer Looking for an Artist to be my Creative Partner and Help turn my Novels into Comics,442,350,Aug '19,collaborations
1360,Looking for skilled artists to collaborate on an upcoming comic about a female superhero,17,211,Aug '19,collaborations
1361,"Writer, colorist and comic editor looking for experience.or an unpaid work",310,230,Aug '19,collaborations
1362,Writer looking for a collaboration with an artist (unpaid),1,204,Aug '19,collaborations
1363,"Writer looking for Webtoon artist (SPLIT REVENUE, STARTING OFF, MANGA/ANIME STYLED)",163,504,Aug '19,collaborations
1364,"Looking for an Artist, unpaid",2,324,Aug '19,collaborations
1365,Looking for writing buddies,230,491,Aug '19,collaborations
1366,[Closed for now]Need a face-fixer (not manga style)(I hope I can afford this),3,816,Aug '19,collaborations
1367,Writer Seeking Anime/Manga Artist Collab: UNPAID/ FANTASY ROMANCE/ WEBTOON,233,441,Aug '19,collaborations
1368,Writing Mentorship (2 Spots anyone can apply),0,321,Aug '19,collaborations
1369,Digital Artist Needed *Unpaid*,148,397,Aug '19,collaborations
1370,Any comics need a colorist? (Unpaid),23,291,Aug '19,collaborations
1371,Looking to Co-Write a chapter of a comic series (Closed for Now!),746,591,Aug '19,collaborations
1372,[PAID/UNPAID] Looking for artist/writer that need help with coloring (OPEN),1,396,Aug '19,collaborations
1373,"Looking for an artist buddy to work on my dark fantasy story with me (Unpaid for now, any revenue made is split 50/50)",152,398,Aug '19,collaborations
1374,Writer looking for Artists for an already ongoing comic (50/50) [closed],11,346,Aug '19,collaborations
1375,Aspiring Colorist Looking to Practice (closed),411,462,Aug '19,collaborations
1376,"Any body interested in a service trade, I write for you for free and you collab with me on something?",5,230,Aug '19,collaborations
1377,Looking for a casual artist. (Unpaid) (Sci-fi/Mystery/Horror),208,188,Aug '19,collaborations
1378,Looking to revive “Requiem for a Grieving Hero.” (Unpaid),6,352,Aug '19,collaborations
1379,Require a comic artist for my story (Revenue split (70 Artist: 30 Me),290,723,Aug '19,collaborations
1380,Horror writer looking for an artist to work alongside for Alterna submission (CLOSED),2,335,Aug '19,collaborations
1381,Writer looking for a artist to collaborate with [UnPaid],197,515,Aug '19,collaborations
1382,Looking for a group of two or three authors,1,334,Aug '19,collaborations
1383,Does anyone wanna make a story for fun?,187,355,Aug '19,collaborations
1384,Writer looking for writer buddy,6,865,Aug '19,collaborations
1385,Hey can we each come up with a character and put them together or let them meet in a universe we’ll create together?,281,282,Aug '19,collaborations
1386,Looking for people to work on web toons with me [UNPAID],5,269,Aug '19,collaborations
1387,[Paid] manga/anime styled artist needed for long term action webtoon,343,1.3k,Aug '19,collaborations
1388,[PAID] Wanting artist to help with already on going webtoon,6,780,Aug '19,collaborations
1389,"Writer looking for artist, original short story collab (unpaid) (CLOSED)",211,279,Aug '19,collaborations
1390,Look for artists (unpaid),8,388,Jul '19,collaborations
1391,[Paid] Writer Looking for New Artist 9.4 Rated Webtoon,178,724,Jul '19,collaborations
1392,Artist-Writer looking for artist to help with colouring (CLOSED),4,470,Jul '19,collaborations
1393,"Writer looking for artist that wants to collab on a short story, anime/manga drawing style (Unpaid for now but I’ll pay you in the future when I get cash)",201,320,Jul '19,collaborations
1394,Looking for artist with BL or GL or Shoujo Art Styles,1,408,Jul '19,collaborations
1395,We need a Background Artist (Unpaid),179,285,Jul '19,collaborations
1396,Artist looking for a writer - [CLOSED],3,335,Jul '19,collaborations
1397,-Unpaid- 50/50 revenue - Writer looking for an artist for Bl comic to post on webtoons (Closed),194,277,Jul '19,collaborations
1398,Artist looking for a co writer i guess(closed),2,632,Jul '19,collaborations
1399,Webcomic Artist Needed (CLOSED),213,273,Jul '19,collaborations
1400,*Unpaid* Need artist for tapas cover art for my Bl romance novel sill open,1,352,Jul '19,collaborations
1401,I’m looking for artist for LGBT+/BL webcomic (PAID/UNPAID),140,291,Jul '19,collaborations
1402,Writer and Artist seeking collab: (Paid/Unpaid) / (Fantasy/Slife of Life) / (Comic),3,356,Jul '19,collaborations
1403,Artist looking for someone to practice with,180,545,Jul '19,collaborations
1404,Looking for an artist for a comedy series(unpaid) “shared if earned”,2,407,Jul '19,collaborations
1405,Writer Seeking Co-Writer for Webtoon in the Making *closed*,235,283,Jul '19,collaborations
1406,Looking for A Digital Webcomic Artist (CLOSED),2,308,Jul '19,collaborations
1407,I want to practice drawing comics,107,410,Jul '19,collaborations
1408,Have a joke that doesn’t work for your comic? Share it here!,4,416,Jul '19,collaborations
1409,Looking For An Editor For My Novel. Anyone Interested? (Paid),368,675,Jul '19,collaborations
1410,Looking for an inexperienced artist (unpaid),6,250,Jul '19,collaborations
1411,Looking for an artist for my story,290,532,Jul '19,collaborations
1412,Writer/Musician looking for any!,5,389,Jul '19,collaborations
1413,Looking for an artist for my story to make a comic,268,294,Jul '19,collaborations
1414,4 Years on Tapas! (The Guest Comic Collab) [Deadline has ended],8,425,Jul '19,collaborations
1415,Artist looking for writer with an already done story,739,813,Jul '19,collaborations
1416,Writer looking for an Artist{unpaid} (with drawn drafts and sketches),6,530,Jul '19,collaborations
1417,[Closed] Looking for Writer - Super short/easy practice story,694,334,Jul '19,collaborations
1418,Looking for artist for BL comic [50/50 split of any incoming profits],1,323,Jul '19,collaborations
1419,Looking for an artist for a futuristic slice of life webtoon,192,404,Jul '19,collaborations
1420,Writer looking for artist(s) for anthology,9,246,Jul '19,collaborations
1421,PupTeamEpic 3 Pitch Meeting! [PROJECT ON HOLD/CANCELLED UNTIL FURTHER NOTICE],189,1.3k,Jul '19,collaborations
1422,Webcomic Writer Looking for Artist (PAID),1,422,Jul '19,collaborations
1423,Writer Looking for Long-Term Artist,122,374,Jul '19,collaborations
1424,Seeking a Talented Artist! (Paid),3,458,Jul '19,collaborations
1425,I’m a writer looking for manga artist! (Unpaid collaboration),148,523,Jul '19,collaborations
1426,(Closed) Horror writer looking for an artist to adapt five page script about childhood fear,2,303,Jul '19,collaborations
1427,*Closed* Seeking Digital Artist/Illustrator [Paid],205,242,Jul '19,collaborations
1428,I’m a writer looking for an artist to collab with to create a comic/webtoon (Unpaid),5,268,Jul '19,collaborations
1429,Writer looking for artist for a particular project (unpaid),390,475,Jul '19,collaborations
1430,[PAID] A Scifi Fantasy Webtoon Creator Looking for Artist(s) [CLOSED],1,417,Jul '19,collaborations
1431,(paid) Looking for artist to do my novel cover (CLOSED),176,451,Jul '19,collaborations
1432,"[Paid] Seeking Artist, Game company making one-shot comic for upcoming Online Game",7,416,Jul '19,collaborations
1433,Writer looking for Webtoon Artist [CLOSED],221,293,Jul '19,collaborations
1434,Looking for Flatters! [Volunteers/Paid],1,560,Jul '19,collaborations
1435,Anyone looking for an artist for a webtoon? CLOSED,171,684,Jul '19,collaborations
1436,I need an artist with a Fiverr account. (Paid) (Closed),5,368,Jul '19,collaborations
1437,Webtoons (exclusive) cross-promo thread,186,887,Jun '19,collaborations
1438,Looking for an artist for my short story. (Unpaid),1,292,Jun '19,collaborations
1439,"[CLOSED, UNPAID] Artist Looking for Wrtier",197,398,Jun '19,collaborations
1440,"(Unpaid*) Looking for an Artist, Skill don’t matter, as long as you are proud of your own work webtoons.com",4,526,Jun '19,collaborations
1441,Looking for some watercolor images to visualise my worlds,218,198,Jun '19,collaborations
1442,[PAID] Looking for BL/Yaoi creators,7,642,Jun '19,collaborations
1443,Writer looking for Artist (Just getting started),353,948,Jun '19,collaborations
1444,This coming-of-age tragicomedy needs an artist! (the wins 50/50),2,326,Jun '19,collaborations
1445,Looking for artist for a partnership On a manga styled Syfy comic (unpaid),195,226,Jun '19,collaborations
1446,Closed. Writer already found,2,1.8k,Jun '19,collaborations
1447,Artist looking for A writer For a collab (unpaid),193,618,Jun '19,collaborations
1448,Need comic artist with cartoony style – paid position,2,422,Jun '19,collaborations
1449,Writer looking for an artist (unpaid for now) [closed],195,307,Jun '19,collaborations
1450,"[unpaid, at first] looking for a shounen artist",1,899,Jun '19,collaborations
1451,I need thumbnail and a series banner (UNPAID),136,226,Jun '19,collaborations
1452,(CLOSED) Artist looking for a writer because I want to try making a comic,1,325,Jun '19,collaborations
1453,Writer Searching for Comic Artist (Unpaid Collaboration),142,213,Jun '19,collaborations
1454,Writer looking for a artist,4,548,Jun '19,collaborations
1455,Looking for a promotion partner/occasional britpicker,202,246,Jun '19,collaborations
1456,Looking for an artist to collaborate with for a sci fi Story,2,229,Jun '19,collaborations
1457,Unpaid | Looking for a comic writer [CLOSED],273,495,Jun '19,collaborations
1458,[Paid] Looking to buy rights to use some shorter comics/graphic novels,1,579,Jun '19,collaborations
1459,Artist Seeking Writer For Submission (CLOSED),198,472,Jun '19,collaborations
1460,Would like a artist (unpaid),23,431,Jun '19,collaborations
1461,Looking for junk cameos,368,401,Jun '19,collaborations
1462,Looking for story boarders/background artistes,1,239,Jun '19,collaborations
1463,The TAPAS Christmas Crossover Party!,181,8.4k,Jun '19,collaborations
1464,Forum is CLOSED,2,541,Jun '19,collaborations
1465,Hobby Artist looking for a Writer! (Unpaid),164,829,Jun '19,collaborations
1466,Artist looking for writer for short comic (unpaid),6,348,Jun '19,collaborations
1467,Artist looking for writer for a short webcomic (Unpaid),290,391,Jun '19,collaborations
1468,Let me draw your MC and Cross promote with me. TAPAS/Webtoons,18,269,Jun '19,collaborations
1469,Writer looking for an artist to a comic (the wins 50/50),441,302,Jun '19,collaborations
1470,Writer+Artist Tapastic Collaboration Match Up Forum! (Unpaid),1,1.6k,Jun '19,collaborations
1471,Roleplaying thread,121,245,May '19,collaborations
1472,Seeking artist for adventure/fantasy Webtoon collab!,1,352,May '19,collaborations
1473,Writer seeking Artist for Fantasy/Comedy series,153,667,May '19,collaborations
1474,"A magical story about imagination, change, and growing up. [writer looking for artists(s) and maybe some co-writers]",15,303,May '19,collaborations
1475,Writer looking for an artist for a upcoming BL romance to publish on LEZHIN,429,512,May '19,collaborations
1476,[PAID] Seeking inker (closed),1,428,May '19,collaborations
1477,(Paid) Writer looking for a artist for upcoming webtoon comic,280,488,May '19,collaborations
1478,Cameos for Struck By You! Comics and/or Novels [CLOSED],1,728,May '19,collaborations
1479,Artist Looking for Writer! [CLOSED],151,351,May '19,collaborations
1480,{CLOSED} Artist looking for Writer for webtoon (unpaid),1,822,May '19,collaborations
1481,Dailyscifi is hiring!,178,523,May '19,collaborations
1482,(Unpaid) Writer looking for an artist,3,300,May '19,collaborations
1483,Artist looking for a writer [closed],242,294,May '19,collaborations
1484,Looking For An Artist/Co-Writer (UNPAID),3,285,May '19,collaborations
1485,Webtoons forum comic!,292,661,May '19,collaborations
1486,Writer looking for Long-Term Artist for Webtoon (SPLIT PROFIT),3,315,May '19,collaborations
1487,Writer Seeking Artist to Collaborate on Webtoons,241,462,May '19,collaborations
1488,[GROUP PROJECT] creation of a doujinshi circle,1,2.1k,May '19,collaborations
1489,Closed sorry guys,217,453,May '19,collaborations
1490,Might need a little help with my comic prologue,4,453,May '19,collaborations
1491,My Art + Your Story [CLOSED],242,831,May '19,collaborations
1492,Art assistant needed for ongoing Webcomic (PAID WORK),8,816,May '19,collaborations
1493,~Paid~ Writer looking for Artist for Fantasy/Action webcomic,830,269,May '19,collaborations
1494,PAID! Writer looking for a artist for a upcoming webcomic series,8,326,May '19,collaborations
1495,Writer Seeking Collab: Unpaid/Superhero/Comic,491,216,May '19,collaborations
1496,Writer Looking for Artist to collab webcomic unpaid,3,322,May '19,collaborations
1497,Writer looking for an artist to help make a webcomic (PAID)!,265,302,May '19,collaborations
1498,Might need a little bit of help with vertical formatting,1,283,May '19,collaborations
1499,Writer looking for artist for webtoon (nonpaid),141,350,May '19,collaborations
1500,I’m a writer looking for an artist to work with on a webtoon. (Unpaid) (Open),0,443,May '19,collaborations
1501,I’m looking for artist(s) for my stories (unpaid/partial payment),206,508,May '19,collaborations
1502,Writer looking for Artist for Webtoon - Unpaid,1,301,May '19,collaborations
1503,Looking for an artist for Fools Paradise (Paid),126,787,Apr '19,collaborations
1504,Looking for Artist- Dystopia/Otome Comic Trial Concept [some pay],5,311,Apr '19,collaborations
1505,Seeking Artist and Editor Collaboration,111,333,Apr '19,collaborations
1506,I need a comic creator!,1,370,Apr '19,collaborations
1507,Looking for an artist who can design fantasy clothing (Paid),306,459,Apr '19,collaborations
1508,I want to draw your chibi and furry ! (closed),14,823,Apr '19,collaborations
