,titles,replies,views,activity,category
2925,Animation Memes as Self Promotion? Experiment,246,824,Jun '18,off topic
2926,How work the “FRESH” panel?,13,283,Jun '18,off topic
2927,"Can You Follow Users, both in the main site and forum?",318,665,Jun '18,off topic
2928,Artist looking for writer(unpaid),7,882,Jun '18,off topic
2929,Books that Should be Comics! ( ✧Д✧),201,409,Jun '18,off topic
2930,WT Discover Creator Survey,0,856,Jun '18,off topic
2931,Thoughts on superpowers with lasting side-effects?,187,603,Jun '18,off topic
2932,Guys guys guys! read this read this read this! XD,33,459,Jun '18,off topic
2933,Editing comments,420,502,Jun '18,off topic
2934,Adventure Fantasy,33,1.8k,Jun '18,off topic
2935,VERY useful tips on being a super amazing good artist good,428,875,Jun '18,off topic
2936,[Limited Time] Free 2019 Clippy Coins for CSP!,10,887,Jun '18,off topic
2937,So…I have a problem,186,631,Jun '18,off topic
2938,Sketchbooksage Free Digital Promo Download,37,232,Jun '18,off topic
2939,Stuff you see in your dreams that you wish were real,5.3k,679,Jun '18,off topic
2940,Who Wants to do a Christmas Ink Exchange?,21,1.6k,Jun '18,off topic
2941,"Earn 7,500 Ink… Fast! Pirates of the Caribbean: Tides of War",597,931,Jun '18,off topic
2942,I finally hit 250 subscribers for my comic,29,844,May '18,off topic
2943,The death of Tumblr and Twitter PNGs,560,914,May '18,off topic
2944,The trope “spend last days with family”,14,688,May '18,off topic
2945,I will create a completed one-shot in 14 days (Finished),690,1.2k,May '18,off topic
2946,Who here is partnered up for their comic?,34,1.2k,May '18,off topic
2947,To kick off the New Year… Presenting Music Video of Angie Griffin as Mistress Morphine,976,414,May '18,off topic
2948,Ever wonder where your subs come from?,15,1.2k,May '18,off topic
2949,Your favorite support message (i.e. message which goes with ink),344,496,May '18,off topic
2950,Webtoon Pledge is OVER. OMG!,13,1.6k,May '18,off topic
2951,Looking for a webtoon title that I forgot,240,513,May '18,off topic
2952,How does it feel to be attracted to someone?,16,805,May '18,off topic
2953,Happy new year! I’m back!,207,345,May '18,off topic
2954,[POLL]Characters getting possessed or mind controlled,307,1.4k,May '18,off topic
2955,Assassin/Death Game/Tournament Story Recommendations?,3.8k,2.5k,May '18,off topic
2956,Art To Age Game,368,1.9k,May '18,off topic
2957,"Do gifs work on Tapas? Mine’s broken, I think",12.0k,341,May '18,off topic
2958,Happy New Year. :3,38,1.3k,May '18,off topic
2959,Your favorite cat pictures and your own drawings of cats,637,877,May '18,off topic
2960,Plot Important Bonus/Extra Chapters. Bad Idea?,3,466,May '18,off topic
2961,Social (Media) Atmosphere~,119,1.4k,May '18,off topic
2962,Uncovering Tapas’ Lore,22,1.0k,May '18,off topic
2963,“Bad” artists giving advice to others,1.5k,3.0k,May '18,off topic
2964,"When you were (or if you still are :)) a child, how did your family react on your creative work? How did it affect you?",3,1.7k,May '18,off topic
2965,Will do a sketch of your character if you read and comment on my story,233,1.3k,May '18,off topic
2966,What about art are you most grateful for?,9,868,May '18,off topic
2967,My dillema with my work,256,456,May '18,off topic
2968,"Guess a character’s story, personality and SUPER POWER! 🤣",38,1.2k,May '18,off topic
2969,Kofi vs Tippng \ Ink,1.0k,510,May '18,off topic
2970,Has anyone ever created Xbox one controller stickers?,0,241,May '18,off topic
2971,Favorite gift given and received,169,721,May '18,off topic
2972,Comics/novels in Russian?,4,353,May '18,off topic
2973,Shout out on Instagram?,681,338,May '18,off topic
2974,What do you like to play?,6,1.8k,May '18,off topic
2975,Share your Chirstmas/New year episode 2018,356,812,May '18,off topic
2976,Christmas ink (I’m giving it away),15,974,May '18,off topic
2977,Post holiday creative motivation,309,460,May '18,off topic
2978,Question - does anyone currenty add art to their prose / stories?,31,376,May '18,off topic
2979,When’s the time you actually can draw from imagination,487,455,May '18,off topic
2980,Does anyone collect or create trading cards e.g. DC Bombshells,1,486,May '18,off topic
2981,Have some cute bunnies,245,2.8k,May '18,off topic
2982,Villain Protagonists,18,664,May '18,off topic
2983,"Please, help me to name a big bad cat",316,1.1k,May '18,off topic
2984,Tumblr’s New Adult Content Policy,22,3.7k,May '18,off topic
2985,"Hey kids, its christmas!",669,1.1k,May '18,off topic
2986,Tapas Holiday Collaboration Unveiling,32,911,May '18,off topic
2987,Being sentimental too often,333,680,May '18,off topic
2988,Share Your Inspiration and Reference Collections,37,524,May '18,off topic
2989,Mysteries on your HDD,595,488,May '18,off topic
2990,Is a Q&A appropriate when there’s only a single chapter?,10,410,May '18,off topic
2991,Arabic users meet up,734,254,May '18,off topic
2992,Can’t sleep so writing scripts,7,427,May '18,off topic
2993,Draw your OC`s with your other hand,251,2.1k,May '18,off topic
2994,What’s Your Day Job? (How do you balance work/life/art?),56,1.4k,May '18,off topic
2995,What are you making?,1.4k,1.3k,May '18,off topic
2996,Having Problems With OBS,9,414,May '18,off topic
2997,The Swedish Thread,365,425,May '18,off topic
2998,GAHHH! Transfering picture to novel episode?,15,373,May '18,off topic
2999,Is the Christmas season (still) enjoyable to you…?,488,1.2k,May '18,off topic
3000,Ello. is this really a good site for artist?,0,479,May '18,off topic
3001,Readers/subscribers as something more than statistics,143,1.6k,May '18,off topic
3002,🍌🐟 spoiler discussion,47,616,May '18,off topic
3003,"Compared to alternatives, this website has been amazing so far",734,437,May '18,off topic
3004,Random thought of the day,4,306,May '18,off topic
3005,Question about Ink conversion to pay,57.0k,505,May '18,off topic
3006,Have you played shit games? What are your favourites?,78,772,May '18,off topic
3007,Thoughts on offensive humor?,2.3k,1.6k,May '18,off topic
3008,Do most people finish comics…?,43,2.3k,May '18,off topic
3009,Finished the holiday baking!,1.7k,487,May '18,off topic
3010,"Thank you, community!",26,565,Apr '18,off topic
3011,Things to listen to while drawing?,643,550,Apr '18,off topic
3012,Ad Revenue Program : Inconvenient?,19,509,Apr '18,off topic
3013,Don’t explain it,333,1.8k,Apr '18,off topic
3014,Petty reasons you refuse/drop a series,14,2.0k,Apr '18,off topic
3015,Any Discord server open for new person?,476,550,Apr '18,off topic
3016,How many comics on Tapas have you bought?,37,1.7k,Apr '18,off topic
3017,Comic milestone celebrations!,560,701,Apr '18,off topic
3018,Purposefully blunt advice for newbies getting into Tapas,16,881,Apr '18,off topic
3019,My Experiences + Discussions + Advice for Online Comic Artists (Webtoon + Tapas),503,807,Apr '18,off topic
3020,Looking for a specific Cover?,7,423,Apr '18,off topic
3021,Artists Fake Modesty,578,1.4k,Apr '18,off topic
3022,Funny game screencaps! (videos work too),0,831,Apr '18,off topic
3023,What is writers’ block?,231,660,Apr '18,off topic
3024,What type of Comic that attract more people?,51,832,Apr '18,off topic
3025,Taking a moment,848,690,Apr '18,off topic
3026,Feedback on the feedback of the feedback of the feedback of my feedback,13,426,Apr '18,off topic
3027,Story tropes and predictable writing,304,879,Apr '18,off topic
3028,Looking for Recommendations,112,1.9k,Apr '18,off topic
3029,What’s the nicest comment you’ve ever gotten on your work?,2.4k,3.2k,Apr '18,off topic
3030,SUGGESTION TO TAPAS: Rearrange image files on episode uploads?,30,381,Apr '18,off topic
3031,I want to make a twitter gc!,659,1.3k,Apr '18,off topic
3032,SFW Lezhin discussion,45,1.8k,Apr '18,off topic
3033,New Lezhin Contest!,3.3k,1.9k,Apr '18,off topic
3034,Share Christmas comics!,8,286,Apr '18,off topic
3035,Making Tapas better,303,911,Apr '18,off topic
3036,Tumblr drama + moving to twitter +18 content,1,567,Apr '18,off topic
3037,Cute things your crush does? (Romance Brainstorming),196,1.0k,Apr '18,off topic
3038,Movie Club ——,68,869,Apr '18,off topic
3039,How do you attract people to Sub to you?,1.6k,512,Apr '18,off topic
3040,Anybody got a cookie icing recipe?,22,390,Apr '18,off topic
3041,Cast your comic(s)!,586,744,Apr '18,off topic
3042,Is there a comic you can’t wait to update?,2,782,Apr '18,off topic
3043,Webtoons now Introducing COINS?,213,30.5k,Apr '18,off topic
3044,What do you do with your fan art?,3,1.5k,Apr '18,off topic
3045,Stickers for WhatsApp!,257,290,Apr '18,off topic
3046,How many of you have completed your own novel?,44,639,Apr '18,off topic
3047,Please help me find this cartoon for peace of mind! It’s killing me!,2.4k,1.6k,Apr '18,off topic
3048,Fair use law with popular fictional names,203,436,Apr '18,off topic
3049,"So, I made a revamp of my video with better animation",2.0k,399,Apr '18,off topic
3050,Weirdest/meanest youtube comments come across?,0,771,Apr '18,off topic
3051,"Why the birthday is the holiday? (sad topic, sorry)",171,1.3k,Apr '18,off topic
3052,Let’s celebrate Birthdays :D,45,2.7k,Apr '18,off topic
3053,Saint Nick - want to get ink?,1.8k,263,Apr '18,off topic
3054,"A bit too chill, apparently",55,496,Apr '18,off topic
3055,"Tell me why I should read your story, in the voice of a 1920’s miracle cure doctor",678,1.7k,Apr '18,off topic
3056,Episode Descriptions,55,1.3k,Apr '18,off topic
3057,Tapas Thank You For Subscribing Messages and Images / GIFs - Share Yours Here!,4.6k,343,Apr '18,off topic
3058,Can you see individual subscribers in the app?,40,233,Apr '18,off topic
3059,This is a forum,699,816,Apr '18,off topic
3060,How do you take criticism/advice?,12,2.0k,Apr '18,off topic
3061,Where do you stand on mental illness in webcomics?,367,812,Apr '18,off topic
3062,Judge the books by its cover,4,10.9k,Apr '18,off topic
3063,Hello11 is a spambot Novel,463,386,Apr '18,off topic
3064,Post some of your scrapped comic pages!,0,1.2k,Apr '18,off topic
3065,Coffee and tea. How do you like it?,141,1.4k,Apr '18,off topic
3066,Pixar movies that made you cry,80,1.4k,Apr '18,off topic
3067,Psst. Hey you! Want some free Ink? (iOS only right now),1.1k,2.0k,Apr '18,off topic
3068,Review and suggestion for my commission ToC and contract?,34,611,Apr '18,off topic
3069,Sort of a “GAME” but…Also a comic,503,422,Apr '18,off topic
3070,Episode 34- Dragon Goes Down While Minotaur Takes Paris,19,235,Apr '18,off topic
3071,I’m just going to leave this here,899,406,Apr '18,off topic
3072,"Do you have less than 20,000 Ink?",71,1.9k,Apr '18,off topic
3073,Clip Studio Black Friday Sale 2018,736,3.3k,Apr '18,off topic
3074,Film Theory: All Your Memes Are DEAD! (Article 13) youtu.be,15,1.3k,Apr '18,off topic
3075,Alternatives to payment for an unpaid project?,616,934,Apr '18,off topic
3076,What does heartbreak feel like?,7,1.0k,Apr '18,off topic
3077,What if there was a TAPAS Fighting game?,306,857,Apr '18,off topic
3078,Spotlight for novels?,7,446,Apr '18,off topic
3079,Tell me what Tapas Success looks like to you,399,1.2k,Apr '18,off topic
3080,Ethical Consumption,13,1.3k,Apr '18,off topic
3081,How Do You Consume a Story?,918,722,Apr '18,off topic
3082,So done! No updates,51,840,Apr '18,off topic
3083,Name your favorite art styles,602,2.5k,Apr '18,off topic
3084,Does anyone have any tips for using Instagram?,4,345,Apr '18,off topic
3085,Reccomend me comics,583,1.2k,Apr '18,off topic
3086,Really Good Free Documentary on the History of Horror Films,5,395,Apr '18,off topic
3087,Happy Halloween!,205,787,Apr '18,off topic
3088,Too idealistic?,1,1.9k,Apr '18,off topic
3089,"I’ll draw a flamboyant, BAMF or smexy version of your OC [potentially NSFW]",245,2.3k,Apr '18,off topic
3090,If you follow Adrenaline Shots please read,0,285,Mar '18,off topic
3091,What do you overthink about the most while creating?,186,1.2k,Mar '18,off topic
3092,From Novel to Webcomic?,63,532,Mar '18,off topic
3093,Clip Studio Black Friday sale,1.0k,1.3k,Mar '18,off topic
3094,How is trending determined? Lol and how long would I last?,37,716,Mar '18,off topic
3095,Lost interest in making comics. I feel devastated,1.4k,2.5k,Mar '18,off topic
3096,Any tips for productivity / juggling?,33,937,Mar '18,off topic
3097,Hello! I’ve just got some INK and am ready to support! TIP me and I’ll TIP you!,740,755,Mar '18,off topic
3098,"New to Tapas (15 characters, pffft)",58,1.2k,Mar '18,off topic
3099,What makes a good official webpage? Are they still useful / important,952,401,Mar '18,off topic
3100,Question for People Who Provide Prizes / Awards for Coins / Ink,68,559,Mar '18,off topic
3101,Happy Turkey Day!,2.2k,223,Mar '18,off topic
3102,What are you thankful for today?,41,1.0k,Mar '18,off topic
3103,Express your mood today with a pic,942,2.0k,Mar '18,off topic
3104,"Completed iOS Free Ink Offer, not getting ink?",5,316,Mar '18,off topic
3105,Save as Draft Feature Request,250,810,Mar '18,off topic
3106,15 Million! Woo! Now who wants more ink before the event ends? (Out of Ink),31,1.5k,Mar '18,off topic
3107,Inksgiving - Share your favourite creators and give some love!,976,2.1k,Mar '18,off topic
3108,First one to respond with their link to their comic/novel gets 100 ink o3o,17,415,Mar '18,off topic
3109,Inksgiving: 500 Inks for a Headshot!,675,271,Mar '18,off topic
3110,[Closed] Ink for ink! (Celebrating unlocking support ♥),9,1.1k,Mar '18,off topic
3111,How many updates/chapters will you give a comic before you decide to not subscribe?,314,809,Mar '18,off topic
3112,I have a question on content,2,545,Mar '18,off topic
3113,Future Changes to Webtoon Line?,677,5.2k,Mar '18,off topic
3114,How does your comic/novel challenge you?,21,2.5k,Mar '18,off topic
3115,Thoughts on Lezhin’s World Contest?,452,1.4k,Mar '18,off topic
3116,Posting your comic EXPECTATIONS vs REALITY,27,1.7k,Mar '18,off topic
3117,Art vs the Artist meme,631,8.3k,Mar '18,off topic
3118,How much censorship is needed in a novel,2,493,Mar '18,off topic
3119,Chances of Inksgiving reaching 15mil?,243,567,Mar '18,off topic
3120,How do you feel about other forms of fanwork on your stories?,23,829,Mar '18,off topic
3121,Does anyone upload comics to Instagram?,607,598,Mar '18,off topic
3122,New guy on the block & why did you choose tapas?,10,1.1k,Mar '18,off topic
3123,Webtoon discover top 30,31.8k,951,Mar '18,off topic
3124,Proudly share the fan-art you’ve gotten!,1,3.5k,Mar '18,off topic
3125,“One Liners” In your Story?,186,1.3k,Mar '18,off topic
3126,"Episode 33- Ragdoll, Summer Camp, Demons…Oh Family! by Vigilante-Verse soundcloud.com",26,268,Mar '18,off topic
3127,Instagram Query,566,270,Mar '18,off topic
3128,Thoughts on the new Webtoon Contest?,125,33.6k,Mar '18,off topic
3129,"I’m new here, looking for friends!",1.4k,1.5k,Mar '18,off topic
3130,Rest In Peace Stan Lee,1,376,Mar '18,off topic
3131,That one gem of a character,241,798,Mar '18,off topic
3132,Idea: stink system,8,803,Mar '18,off topic
3133,What’s your favorite scary movie?,558,1.4k,Mar '18,off topic
3134,I have the UGLY! /ᐠ≗ᆽ≗ᐟ \,14,1.3k,Mar '18,off topic
3135,Random Poll #47: CHOOSE,919,470,Mar '18,off topic
3136,Why would anyone want to quantify a comic in panels?,12,438,Mar '18,off topic
3137,Do you ever get ‘search paranoia’?,372,874,Mar '18,off topic
3138,DeviantART Eclipse? (Massive Site Update),28,2.3k,Mar '18,off topic
3139,Alien Fiction: the Thread,6.0k,2.7k,Mar '18,off topic
3140,Another BL novel shameless promotion thread,40,461,Mar '18,off topic
3141,Let’s Celebrate Stan Lee’s Life,1.1k,498,Mar '18,off topic
3142,The comment struggle,4,1.5k,Mar '18,off topic
3143,What ultimately made you decide to open a patreon or ko-fi?,212,1.3k,Mar '18,off topic
3144,Are superheroes as a concept…silly?,11,2.1k,Mar '18,off topic
3145,NaNoWriMo: a timeline,316,654,Mar '18,off topic
3146,The Ledger Awards (Australia),41,226,Mar '18,off topic
3147,The Stan Lee Tribute Thread,1.1k,1.6k,Mar '18,off topic
3148,Share your webcomic crushes,51,2.1k,Mar '18,off topic
3149,Does anyone on here cosplay?,662,378,Mar '18,off topic
3150,There’s this odd inscription in the library,23,469,Mar '18,off topic
3151,Drawing Pokemon from memory challenge thing,1.0k,1.4k,Mar '18,off topic
3152,Is making a living off of art a mistake?,4,1.0k,Mar '18,off topic
3153,Is anyone here a fan of American Werewolf in London?,239,575,Mar '18,off topic
3154,Benefits of having your own official website?,10,249,Mar '18,off topic
3155,Holy Bible A.G.V. Angel Character design submission,567,305,Mar '18,off topic
3156,Wow - Angie Griffin of Screen Team has Cosplayed as my character Mistress Morphine,11,971,Mar '18,off topic
3157,What kind of Patreon content as a reader would you like?,1.1k,382,Mar '18,off topic
3158,How much do you have to take?,22,565,Mar '18,off topic
3159,What song would you use for the trailer of your Writer’s Camp entry? 😏,622,1.2k,Mar '18,off topic
3160,Being Human is Hard!,7,1.6k,Mar '18,off topic
3161,🎃What did you do this Halloween!?,411,1.5k,Mar '18,off topic
3162,The ((UNOFFICIAL)) Tapas Club!,13,290,Mar '18,off topic
3163,Adrenaline Shots is now on Patreon - Can you please check and give feedback on the Patreon Page please?,459,898,Mar '18,off topic
3164,Episode 32 - Guest Starring: Beebo by Vigilante-Verse soundcloud.com,7,301,Mar '18,off topic
3165,Tumblr question: Can people see your location,321,281,Mar '18,off topic
3166,New here (hi!) and looking for some advice on finding work as a flatter,17,654,Mar '18,off topic
3167,“For all ages” means for all ages,1.4k,819,Feb '18,off topic
3168,Your very own support message page,16,916,Feb '18,off topic
3169,"Mobile Ads (Issues, Concerns, & Performance Updates)",415,2.2k,Feb '18,off topic
3170,Food Etiquette & Taboos,1,1.2k,Feb '18,off topic
3171,A song that deserves to be heard,129,276,Feb '18,off topic
3172,Your Ideal Cast,18,553,Feb '18,off topic
3173,Guess by the art,509,2.1k,Feb '18,off topic
3174,"Check out my manga, and I’ll check out yours :>",9,345,Feb '18,off topic
3175,Gathering Historical Webcomics!,428,1.5k,Feb '18,off topic
3176,Merchandise for tabling at conventions this year,51,508,Feb '18,off topic
3177,Depicting Mental Illness,1.3k,748,Feb '18,off topic
3178,Big News from Smack Jeeves!,62,2.2k,Feb '18,off topic
3179,Who wants to be my 100th subscriber? ( ͡° ͜ʖ ͡°)✨,1.3k,252,Feb '18,off topic
3180,Creator patreon issues,17,268,Feb '18,off topic
3181,I’m opening up to guest comics,814,374,Feb '18,off topic
3182,"Looking for a comic I used to read on tapas, need help finding the comic",17,439,Feb '18,off topic
3183,Adding Music to Comic,435,704,Feb '18,off topic
3184,Why can’t I post(a thank you) on certain users’ profiles?,19,548,Feb '18,off topic
3185,Follow the Instagrams Above You,399,1.4k,Feb '18,off topic
3186,How different are you from your main character?,32,1.2k,Feb '18,off topic
3187,Is it possible for someone to evaluate my music,1.4k,792,Feb '18,off topic
3188,I turned it into a series!,14,699,Feb '18,off topic
3189,Does anybody play Xbox live? Shall we create a tapas group?,331,256,Feb '18,off topic
3190,Wiki Contributors,5,304,Feb '18,off topic
3191,How many shares do y’all have?,283,754,Feb '18,off topic
3192,"Let’s talk about the “format” of updates, shall we?",0,1.5k,Feb '18,off topic
3193,Critique my manga (Art/panel composition/designs etc…),128,285,Feb '18,off topic
3194,Post your Horror entries for Writer’s Camp here! 🎃,1,460,Feb '18,off topic
3195,What are the coolest / most innovative things that you have seen at a convention trader table?,217,273,Feb '18,off topic
3196,How do you choose which images to sell as prints or posters,9,298,Feb '18,off topic
3197,Post your Science-Fiction entries for Writer’s Camp here! 👽,377,581,Feb '18,off topic
3198,Does Tabling at a Con and having a Patreon cannibalise one another?,7,381,Feb '18,off topic
3199,When you attend a convention,364,568,Feb '18,off topic
3200,Ever want to hunt a Wendigo?,43,334,Feb '18,off topic
3201,Honest discussion about “UNPAID collabs”,753,3.5k,Feb '18,off topic
3202,BL as its own Genre,43,3.5k,Feb '18,off topic
3203,Hey Instagram users with larger following - (Over 10k) - are you open to sponsors?,934,326,Feb '18,off topic
3204,Books/comics with transgender/non-binary characters,2,2.7k,Feb '18,off topic
3205,Share your Thank You card!,204,1.3k,Feb '18,off topic
3206,Suggestions: Zombie comics,8,906,Feb '18,off topic
3207,Won’t Show Update! helP,317,390,Feb '18,off topic
3208,Want some Monster and Cryptozoology action this Halloween?,27,215,Feb '18,off topic
3209,Share your pets,733,1.7k,Feb '18,off topic
3210,Life decisions and it involves art,33,629,Feb '18,off topic
3211,“How introverts make friends”,701,1.5k,Feb '18,off topic
3212,Self Promotion (a Pretty Shameless one),14,787,Feb '18,off topic
3213,"Come at me, math bros",597,1.3k,Feb '18,off topic
3214,Another Commission Request (Paid),14,643,Feb '18,off topic
3215,Discord Promotion Megathread,408,631,Feb '18,off topic
3216,How do you remotivate yourself?,0,1.2k,Feb '18,off topic
3217,Drawing Challenge: Problem Glyphs,127,483,Feb '18,off topic
3218,5th Anniversary/Animated Teaser Trailer,33,304,Feb '18,off topic
3219,What does Cthulhu want?,1.2k,780,Feb '18,off topic
3220,“In The Red” hit 200 subscribers in a week!,18,753,Feb '18,off topic
3221,Confusing storytelling (would like some advice) part 2,379,287,Feb '18,off topic
3222,Where my LATE NIGHT SQUAD at!?,11,560,Feb '18,off topic
3223,Cross-Promotion Manga webcomics,392,384,Feb '18,off topic
3224,Wait or Pay for scheduled updates,26,716,Feb '18,off topic
3225,Ink! Tapas replacing coins!,650,1.1k,Feb '18,off topic
3226,Road Test Rant (uuuuuggggghhhh),26,959,Feb '18,off topic
3227,I need a story boarder sense im bad at picturing things,621,455,Feb '18,off topic
3228,"Don’t know how many gamers are on here too, but",11,466,Feb '18,off topic
3229,Episode 30: Magical Creatures Emerge and Villains Take Hold by Vigilante-Verse soundcloud.com,463,245,Feb '18,off topic
3230,Discuss & Recommend Steam Games!,35,522,Feb '18,off topic
3231,Hooray for reaching 25 Subs!,638,423,Feb '18,off topic
3232,Is anybody currently meeting the requirements for Patreon sponsorship on Line Webtoon?,0,7.4k,Feb '18,off topic
3233,Just wanted to give my comic a bit of exposure,194,474,Feb '18,off topic
3234,"Just finished chapter 2, feedback please? + Review exchange",52,555,Feb '18,off topic
3235,Hi! New Novelist in tapas! Please check out my novel!,1.2k,294,Feb '18,off topic
3236,Mare Internum is updating again!,17,342,Feb '18,off topic
3237,Classic Might&Magic Fantasy?,530,618,Feb '18,off topic
3238,Those goshdarned smartphones (+Random Poll #32!),0,462,Feb '18,off topic
3239,Looking for feedback on my spooky comic!,237,498,Feb '18,off topic
3240,Best Time to publish a new Chapter (on Tapas or Webtoon),0,1.6k,Feb '18,off topic
3241,Stop Tipping! Your Money May be Getting Wasted!,210,2.2k,Feb '18,off topic
3242,Random Poll #2: What type of show do you like the most?,8,625,Feb '18,off topic
3243,Random Poll #37: What do you need more?,1.2k,449,Feb '18,off topic
3244,A shameless self promotion of all of me,13,332,Feb '18,off topic
3245,I’ve completed the Prologue,382,345,Feb '18,off topic
3246,Can we take a moment to appreciate the new mobile update?,11,1.2k,Feb '18,off topic
3247,Anyone know any comics drawn in a painterly way in digital?,448,1.3k,Feb '18,off topic
3248,The Halloween movies–my love/hate for them,12,335,Feb '18,off topic
3249,Earning money on the side,617,1.7k,Feb '18,off topic
3250,Medieval Post-Apocalyptic Manga Webcomic Page 4,149,321,Feb '18,off topic
3251,Webcomic reccomendation?,4.9k,786,Jan '18,off topic
3252,I cant make 2 pages in a row without getting demotivated,13,1.5k,Jan '18,off topic
3253,Racism in comics and how people need to learn to go about them,411,874,Jan '18,off topic
3254,Help krita isnt letting me post part to of my comic,14,327,Jan '18,off topic
3255,My own Manga-Webcomic Shounen,680,273,Jan '18,off topic
3256,Artist-first folks writing their own comics,13,1.6k,Jan '18,off topic
3257,I’m selling Halloween YCH commissions,1.6k,605,Jan '18,off topic
3258,Just a draft I’m proud of,0,314,Jan '18,off topic
3259,Your favorite 2018 movies so far,223,655,Jan '18,off topic
3260,Erotic BL Novels,35,1.9k,Jan '18,off topic
3261,"It’s October, Zombie movies?",677,1.1k,Jan '18,off topic
3262,Anyone else on the fence about NaNo Writers Camp?,7,544,Jan '18,off topic
3263,Tapas Author Pages - What do you think of them?,340,620,Jan '18,off topic
3264,Cant find webtoon that i like,3,351,Jan '18,off topic
3265,Morning shout outs!,243,397,Jan '18,off topic
3266,Hello I am new here with my comic,10,383,Jan '18,off topic
3267,"Random Poll #75: What do you do when you really hurt yourself (like, stub your toe) in a public space?",635,579,Jan '18,off topic
3268,Distinguishing premium content?,45,1.8k,Jan '18,off topic
3269,Tapas algorithm?,987,438,Jan '18,off topic
3270,How many OCs do you have?,9,1.6k,Jan '18,off topic
3271,Can you rate my 1 chapter,413,368,Jan '18,off topic
3272,Has anyone ever seen a big difference when updating more regularly?,12,575,Jan '18,off topic
3273,One of my stories has reached 1k views!,561,474,Jan '18,off topic
3274,So..um first episode is out,52,363,Jan '18,off topic
3275,Yo my people i have a art tablet now so um lets see what kinda comic should i make,663,642,Jan '18,off topic
3276,Favorite Halloween Movies? (plus artwork),5,1.1k,Jan '18,off topic
3277,Combating the Webtoon contest downvoting dilemma! (Promote your entries here!),319,3.6k,Jan '18,off topic
3278,“Rate My Comic” page/widget,4,727,Jan '18,off topic
3279,Juls from wattpad invades Tapas,291,1.9k,Jan '18,off topic
3280,"Random Poll #28: If a tree falls in a forest and no one’s around to hear it, does it make a sound?",52,1.1k,Jan '18,off topic
3281,Best time of the year to launch comic,2.4k,508,Jan '18,off topic
3282,Your Comic’s Cutest Panel(s)?,4,1.9k,Jan '18,off topic
3283,Check out my YouTube channel! (Where I talk about kids licking other kid’s eyeballs -_- ),407,690,Jan '18,off topic
3284,Anyone writing a comic about the 1960s-70s? Show them to me!,10,407,Jan '18,off topic
3285,Is there any better way to go about shrinking the image so it looks smooth?,515,645,Jan '18,off topic
3286,"Aside from Tapas and Wattpad, where else are you posting your stories / novels?",15,499,Jan '18,off topic
3287,Is rope climbing in high school still a thing?,726,5.1k,Jan '18,off topic
3288,What’s the worst movie you’ve watched,6,1.4k,Jan '18,off topic
3289,New Stick-Man comic in town,1.8k,282,Jan '18,off topic
3290,Is there a recognized masterclass level resource on storytelling in the infinite canvas format?,7,736,Jan '18,off topic
3291,How literature is taught in schools,329,508,Jan '18,off topic
3292,"Exposure Bucks: The Good, The Bad, and the Ugly",23,1.6k,Jan '18,off topic
3293,Let’s Talk Sci-Fan,1.7k,599,Jan '18,off topic
3294,Create a Rap song with me!,7,1.1k,Jan '18,off topic
3295,What are your Pottermore results?,257,1.6k,Jan '18,off topic
3296,Spooky objects thread!,29,658,Jan '18,off topic
3297,Comics making sense,561,677,Jan '18,off topic
3298,Random Poll #5: You’re at Taco Bell. What do you order?,2,1.1k,Jan '18,off topic
3299,Let’s talk about our OCs!,186,3.1k,Jan '18,off topic
3300,Thread for Inktober 2018,18,1.9k,Jan '18,off topic
3301,Random Poll #36: Volume 5 just ended. How do you think RWBY is doing so far?,335,225,Jan '18,off topic
3302,What’s the best noir film ever?,3,583,Jan '18,off topic
3303,Random Poll #20: Do you like asking for help?,274,728,Jan '18,off topic
3304,Ever feel like spoiling the whole story of your comic?,9,1.3k,Jan '18,off topic
3305,Poll: What art program(s) does everyone use for their comics?,516,2.1k,Jan '18,off topic
3306,I need some comics that are about depression,12,1.7k,Jan '18,off topic
3307,ULTIMATE BATTLE! Draw something that could defeat the opponent above!,688,5.3k,Jan '18,off topic
3308,What’s the best way to color a dark/evening scene?,3,1.3k,Jan '18,off topic
3309,How to Create an Effective Flier,188,279,Jan '18,off topic
3310,As I progress I wanted to share something,20,491,Jan '18,off topic
3311,Random Poll #3: How hot do you like your showers?,542,1.1k,Jan '18,off topic
3312,Thanks For subscribing (Share yours),23,2.4k,Jan '18,off topic
3313,Critique My Webtoon,482,359,Jan '18,off topic
3314,Three free chibis that I draw (maybe more) (closed),272,798,Jan '18,off topic
3315,Say “I Love You!” Self-esteem challenge! :D,5.6k,748,Jan '18,off topic
3316,Science Thread: Proof of Evolution,26,1.4k,Jan '18,off topic
3317,Location-scouting for the story!,1.8k,823,Jan '18,off topic
3318,What’s something in YOUR LIFE that’s SUPER AWESOME?,2,1.6k,Jan '18,off topic
3319,Are there any names you won’t use?,198,3.4k,Jan '18,off topic
3320,Im so happy I did this!,30,636,Jan '18,off topic
3321,Archetypes in real life,5.2k,2.2k,Jan '18,off topic
3322,Accidentally Deleting Your Comic on Webtoons,1,1.5k,Jan '18,off topic
3323,The Well wishing Well!,190,1.3k,Jan '18,off topic
3324,Webtoon new policies,5,4.3k,Dec '17,off topic
3325,I really hate mondays,281,922,Dec '17,off topic
