,Topic Title,Category,Tags,Leading Post,Post Replies,Created,URL,,,,,,,,,
152,The LIKE button,Tech Support | Site Feedback,[],"I've been on here over a year so I know where the Like button is. But... yesterday I was binge-reading a comic & some 15 or more episodes into it, I realized I had not hit the Like button once!Maybe Tapas could consider ways to make the Like option more ""intrusive"" or ""obvious""?  I'd have gladly hit it, if I'd been presented with an inescapable reminder about it.","[""honestly making the like button a little more obvious would be useful for readers but also creators especially. when the thing is so easy to miss you have readers who don't really engage with the work beyond browsing (unless they're among the rare few who actually leave comments)\ni think this is why many comic creators (at least that i know of) have resorted to like and subscribe messages/reminders at the end of their episodes because folks binging a series do seem quite likely to forget. in the old layout it was pretty easy to spot but what with all the changes everything mixes in too much imo..."", ""My own browser shows the button dark, on a dark background, down at the bottom of the screen.  It's fairly good camouflage, if one didn't want it to be noticed at all."", 'I\'ve had people read my stuff and say they love it and then say the didn\'t know there was a ""like"" button. When I tell them it\'s the light grey heart on a black background a few of them have ha a rather... *%$#&^**  response. A couple of them were nice enough to go back in and scroll through 60 episodes to do that but most of them don\'t. \nIt\'s frustrating.', 'Yep.  I felt so bad about not hitting the Like button.  Then I looked at it & realized there\'s all the bright, colorful comic filling the screen, grabbing my attention and a story line that beckoned me to hurry on to the next episode. The Like button was hidden away down-screen as if Tapas was ashamed of it or feared for it to interrupt my reading pleasure.So, I thought, ""Maybe something can be done, but no one has asked.""', '\n\ntherosesword:\nit\'s the light grey heart on a black background\nthis specifically is one of the reasons why as much as i respect and understand tapas trying to have this unified/streamlined ui design it hides the things creators are looking to see the most. when engagements are out bread and butter and the ui kills that its...hella tough to feel motivated or know that were doing well\n\n\nOrdinaryaverageguy:\nSo, I thought, ""Maybe something can be done, but no one has asked.""\ni\'m almost certain folks have asked (along w a bunch of other things) but given the size of the staff and what i\'d imagine is a big backlog of requests they\'re only able to do but so much. and i fully respect that and can be understanding but it be nice to see a balance in priorities between features and changes that benefit the company as well as features and changes that benefits readers and creators on the platform. there\'s like...gotta be a way to balance/organize things ', '\n\nVibrantFox:\na balance in priorities between features and changes that benefit the company as well as features and changes that benefits readers and creators\nI agree but the company has nothing without readers & creators. I think my strategy would emphasize getting the most engagement for creators. I\'d want them to tell everyone that Tapas is the place to be seen, to get comments. Everything else, like revising the Dashboard appearance, would be low priority.Staff Meeting Note: ""People, if it doesn\'t increase readership and reader engagement, I don\'t want to hear about it. Now... what\'s on the agenda!?""', ""I totally get you. Admittedly I do see some priority needed for back end like the creator dashboard especially when the new one still has flaws or missing info but front facing things like page layout, interaction tools and just overall appearance are important too.\nMaking the tools for engagement more apparent would def be amidst my list priorities so that readers can actually interact w/ the stuff they're reading; s'one of the reasons why i didn't mind the top 3 comments being right below the episode in the old version along w the like button (bold, in your face and hard to miss)\nThen after that would be back end things (some of which do mesh w front end) like dates for when a series last updated or when you posted your last ep (not just scheduled stuff), i think word count was brought up by writers at some point.\nbut there's small details that were present but were lost in the changes. like while i get tapas wants to fit in (or stand out???) with it's competitors it's losing some of the charms that made it feel unique and gave it a stronger edge which personally is kinda worrying when that affects how the site or those that use it are viewed. tapas can't be a copycat if it wants to do well i think. its gotta see it's strengths and build on that."", ""They just need to give it a red outline or something, so it's more eye catching. It can turn full red when you click on it."", 'Total agreement with you. ', 'And maybe make it pulse until you click on it. ', ""I'm not on the mobile but on Desktop at least the grey heart has the word LIKE underneath it. I just wish it was back where it was near the author comment/description on that particular episode instead of literally the bottom of the page in a dark grey box I visually ignore."", 'It\'s absolutely really hard to see and horrible for engagement, I had to help my friend through navigating the UI when they made an account to read a few of our friend group\'s works. It\'s already difficult enough in plataforms where it\'s very overt, but in here it\'s basically essential to put a ""please like the episode"" warning every few pages.', 'Yes, I totally agree. Our place in the ""popular"" ranking is decided by likes, so making sure the means to give them is more clearly visible would be a good change.', '\n\nIris-Grimoire:\nit\'s basically essential to put a ""please like the episode"" warning every few pages\nI\'d feel absolutely terrible doing that. I\'d feel like, if I have to beg for likes, perhaps I shouldn\'t be writing in the first place. Or, if I did start getting more likes, was it the story or my pleading they responded to?', 'Don\'t, you\'ll need that to get any exposure for your comic. You have to ""beg"" for likes because people naturally don\'t think about interacting with things they like (hating something is stronger than liking something, etc), and the message is a reminder. It\'s the same thing with subscribing for example, where Tapas encourages it through the library notifications; but on a place like Youtube, that\'s just as likely to be forgotten even by someone that loves your work.\nAlways be your best fan . Your best fan might not be necessarily the person most obsessed with it, but they\'re going to be telling everyone to keep pushing your work foward, to keep word of mouth going.']",4/4/2021 23:03,https://forums.tapas.io/t/the-like-button/57108,,,,,,,,,
153,Tapas app opening by itself,Tech Support | Site Feedback,[],On my Android phone the Tapas app will open itself in the background. It won't pop up on my screen when it does. I only see it open when I look and see what windows I have open and when I click on it the app immediately crashes. It's even doing this after I turned off the app's ability to run in the background. This started after I recently updated it.,"[""I've had this happen a couple times too! It just opened itself to an ad and I didn't even touch the app that day. Very odd."", ""I don't even get to see what it opened. It's always black and then crashes. Happens even if I haven't used the app all day. It's not really a huge problem but I'm worried it might affect the battery life of my phone if the app is constantly opening on it's own"", 'I appreciate it. Thank you']",4/8/2021 10:43,https://forums.tapas.io/t/tapas-app-opening-by-itself/57261,,,,,,,,,
154,Can’t remove series banner,Tech Support | Site Feedback,[],"There's an option to remove the series banner and return to the default genre color, but selecting it doesn't make the ""save"" option available. I tried editing another field slightly so that I could save, but it still shows the banner after saving. 

banner.PNG2030x807 52.2 KB
","['Hmmm....@TapasCommunityTeam', 'Thanks!\n[filler content for character minimum]', 'Thanks, I appreciate it!']",4/7/2021 15:44,https://forums.tapas.io/t/cant-remove-series-banner/57245,,,,,,,,,
155,Uh… I think I need halp,Tech Support | Site Feedback,[],"Hey so... I can't update one of my chapters. Like, I can update all the rest of them (been marking them as ""mature"" due to new policy) but one specific chapter won't load every time I try update it. Halp.",['Clear cookies/cache and reload may possibly work.'],4/4/2021 22:34,https://forums.tapas.io/t/uh-i-think-i-need-halp/57105,,,,,,,,,
156,Plagiarism Over on Wattpad?,Tech Support | Site Feedback,[],"So, I found this story over on Wattpad, and I wasn't sure what to do about it.  Wattpad says the creator must report plagiarism, but I'm not sure if I should PM the creator (who likely has way too much of an inbox anyway) or what.  So just putting it here for now.
https://www.wattpad.com/story/251870728-the-beginning-after-the-end-chap-200%2B26 
Just definitely didn't seem like a thing that was allowed ","['Although they are giving credit, they are still reposting the original work through and through. So I say just report it.', ""I can't is the thing.  Only the original creator can report plagiarism on Wattpad rolls eyes.  But I'm not sure if I can actually contact and let the creator know."", 'Ooooooh.', 'In that case: definitely let the original creator know', ""The work is definitely a Tapas original so it's a good thing you post it here for help on the matter  \n@victoria1 Could you please help report this to the higher ups?"", ""The original creator is huge so my worry is they'll never see it "", ""You're welcome! I hope something can be arranged to get it taken down <3""]",4/3/2021 11:51,https://forums.tapas.io/t/plagiarism-over-on-wattpad/57051,,,,,,,,,
157,Genres and Variety,Tech Support | Site Feedback,[],"I believe that Tapas should a more variety of genres for their novels and/or comics. I like to write and read fanfictons for example, but I don't see a novel genre for that. I really hope that in the near future, they could change that. I also think there should be forums categories for each genre so that way no one feels left out bc they cant find a genre that they like.","[""the likelihood of tapas adding a fanfiction genre is slim as the site doesn't like to promote such works mainly since they use properties not belonging to the creator and for legal reasons can't promote it especially since fanfic creators are not allowed to gain profit for it on the site (external things like a ko-fi is fine but cannot monetize on tapas w ad rev or tipping)\nalso the purpose of the forums is more discussion based so having forum categories based around comic/novel genres is unlikely however creators are encouraged or welcome to make discussion threads about their favorite genres "", ""Although I agree with more gener variety ...coughs Supernatrual, paranormal ....\nFanfiction... is generally not encouraged on the site, mostly due to it simply isn't the site for that plus it can not be monetized. It is allowed but is never put on the front page or the app on trending nor gain the ability of monetization. There are a million other sites for fanfictions. This place is more to encourage original works. \nAnd as someone else said, it is unlikely."", ""I see what you're saying and that I get that fanfics aren't a necessary fav. I just wish it was more encouraged but I understand."", ""I see what you're saying. But I don't like to write for the profit of it, i just do it for fun."", 'Yeah I get that. I mean other sites that allow it. does not have a heavy emphasis of ""you can gain money with your work here. Usual say something, like non-profit"" So they can avoid legal trouble. Here... its pretty stated 100 subs=money earned, so legal stuff  is gonna be hell. If any lawyer choses to investigate\nI hope we get more varity thou like I really do.\nsupernatrualAdventurethriller', 'Yeah, understandable but I like to write for fun. I dont really care for the profit.', 'I mean Ao3 has the best tagging system there is. So I generally would post there for fanfictions. Cus its pretty much the reverse.... Ie originsal works gain little traction, fanfiction gets you view, I wish I can get back into it one day', ""I'm gonna step in and might sound rude but that's not the intention.If you want fanfics there's ao3 for that. Sites like tapas, for creators like most of us that have our own original stories are the best places possible to be kinda seen. Adding fan-based works will simply kill us. 🤷🏻\u200d♂️ Simply because most people are interested in famous works and will go to read them instead of originals.So many good stories has been published and became great famous ones even with their own anime thanks to keeping out fanworks from famous manas/animes and that's great!I personally, as a reader, prefer to have new things to see so I want go to sites like this one to find them. I don't want to read fanfics here."", 'Understandable and I respect that but I personally dont see the harm in adding fanfic and almost every fanfic can be unique and original in their own way as writers sometimes add their own flare to them.', ""Sadly, they are not original since they are based in someone's else work.And I'm sorry that with all the explanations everyone's gave you here you are unable to se3the harm.🏻🏻🏻🏻🏻"", ""I respect everyones opinion and i get that fanfics a lot of time are not original but that doesn't mean they shouldn't be showcased or recognized. I believe that fanfics shouldn't be looked down upon."", ""Okay, about the legal reasons that @VibrantFox mentioned before, there might be no legal issue with a Fan Fiction. Of course people tend to say that there is copyright infringement, but, unless you are claiming to own the characters, or anything from the franchise (as logos, or music), you are protected with under Fair Use. The biggest problem here is not the protection under what the creator creates, but how he protects himself, as there is a disproportion of forces between the industry and the creators. For example, if you create a Fanfiction of Harry Potter, we all know how J.K. Rowling may answer if she get to know about it, and you will have to go tothe court to prove your point, and there is a big difference between the economic capability of a little fanfiction creator, and J.K. Rowling and Warnes Brothers to hire lawyers.In those same lines. for a site, like Tapas, Webcomics, or even DeviantART, its easier to don't expose Fanfictions to avoid all the 'cease and desist' orders, instead of offering the legal protection that we are entitled. It will cause too much noise, and for that they prefer the 'just original creations' aproach for their creators.Another way to avoid the 'cease and desist' orders is if the work is free to everyone (besides avoiding as much as it can the trademarked things, and give credit to the owners/creators), but as people mentioned before, there is the tricky part of the subs, and the redirections that you can offer in Patreon and donations sites. Fun Fact, Patreon is full of weird comic/fanfictions/mature content that are payed to be seen. How do they manage to keep working after doing what they do? I have absolutely no idea. Maybe because the patreons do not do much noise, and most of the content can't be seen until paid, the corporate industry don't bother with them.\nSorry for going outside topic, now you can go back to the genres and variety issue =D"", 'Understandable. I get that this platform is for mainly original creators. I kinda do wish that work is free for everyone but i understand why its not.', 'Thank you ', ""@Just_Chyna\nTry fanfiction.net . This site's been around since 1998 and showcases most genres that fanfics can be written in."", 'I looked at it and it looks kinda outdated. It looks bland and old. Not very appealing to me  but thank you though.', 'And for the record, no all fanfics are the same. Yes, most fanfic are a little cliche but there are ones that follow an actual plot and tell a story. And I feel those fanfics are, in their own way, original bc it uses the writers own ideas.', ""Tapas is not a place for fanfic. It's hard enough for authors of original content to be seen and appreciated already, without drowning one of the few sites dedicated to original stories under a deluge of fan work.\nBecause fan work already has a dedicated and eager audience, it tends to totally overwhelm original content, and deny original creators the chance for visibility, promotion, organic growth, and so-on, on almost every site where the two share space. (Tumblr, Twitter, DeviantART, Instagram, TikTok, everywhere.) Original creators need spaces like Tapas to remain as fan-work-free as possible.\nIf you muscle out the creators of original content on every platform with a tide of fan work, you'll find fewer and fewer quality stories on 'big' media to enjoy in the future. Somebody has to write those, and those 'somebodies' often cut their teeth creating original content via webcomics or webnovels on sites like Tapas. Drown us out, which you will if you insert fan work into our spaces no matter what safeguards you try putting in place, and you won't be able to enjoy us in the future.\nYou want to visit a site called Archive Of Our Own for fanfic. It's huge, and it has one of the best tagging and blacklisting systems I've seen implemented on any site, ever. (And as such, has very little content restrictions so long as you ensure any 'edgy' stuff is marked with the correct tag for people's blacklists.) It also allows image embedding and such in text. It's a dedicated fanfic site with a lot of volunteers behind it, and a dedicated legal team helping the authors of fanworks should the need ever arise. They're absolute champions."", ""I'd definitely recommend Archive of Our Own (A03) for fanworks. It has a huge readerbase, great search and filtering and has the means to deal with copyright issues, so it's also a safer place to upload where you won't get flagged.""]",4/2/2021 9:59,https://forums.tapas.io/t/genres-and-variety/57017,,,,,,,,,
158,Problem with Title,Tech Support | Site Feedback,[],"So I'm trying to post a comic an everything is there. I hit publish and it's saying there's an error in my title, that's it's missing or there's an error. I even put a different title, exited, used a different browser, even a different computer. It didn't fix the issue! Is anyone else having this issue? Is there a way to fix it?","[""I looked again and it says required fields are missing or incorrect, I've waited a couple of days as well and it's by the title. Everything is there. I don't know what's wrong."", '\npic.jpg2580x1935 1020 KB\n']",3/22/2021 11:29,https://forums.tapas.io/t/problem-with-title/56388,,,,,,,,,
159,Didn’t get the Ink I purchased after waiting for six days,Tech Support | Site Feedback,[],"I bought 1600 Ink last thursday and immediately contacted feedback@tapas.io after seeing that it didn't get added to my account even after waiting a day. However, I have yet to receive a response.
While I did send the mail from the address connected to my account (I simply use google to log in), I only noticed two days ago that I forgot to include my Tapas username in the message. I sent a reply to the automatic response message including both my username and the mail connected to it, but still nothing.
Also, while I can see all my previous transactions in my Tapas account, I never received receipts for any of them in my inbox. And no, there weren't any in the spam folder either, I looked. My only option when I contacted support was to attach my paypal receipt, which is in german, though I hope that isn't a problem.",[],3/31/2021 16:50,https://forums.tapas.io/t/didnt-get-the-ink-i-purchased-after-waiting-for-six-days/56941,,,,,,,,,
160,The use of Gif’s in the app is not the same as on web?,Tech Support | Site Feedback,[],"So I made a gif for this episode here.But the speed of the gif is very slow on the app compared to the web??https://m.tapas.io/episode/21041052
Is there something I can do to help this?",[],0,https://forums.tapas.io/t/the-use-of-gif-s-in-the-app-is-not-the-same-as-on-web/56962,,,,,,,,,
161,Dashboard data?,Tech Support | Site Feedback,[],"The dashboard used to state how many subs there were on a piece, ie a novel has 100 subs, and that's why it's the top of your list, and your comic has 59 subs, which is why it's the second.It wasn't very obvious that that was how the works were sorted on your dashboard, but while that mechanic is still in place, the number of subs is missing.
I'm not asking for the number of subs to return persay, but I am asking if there's a way we can freely sort what we want to see at the top? Perhaps we released a new work and want to see how it's progressing. Far easier to put it at the top of our dashboard in the place of #1 than the one already there.
For example my top three at 2 I'm working on and the third is a complete one that no one's really interacted with in ..... months.
image.png1920x1080 279 KB
I'd like to push the #3 work down and bring up one of the other stories that I am working on to see it's information easier.",[],0,https://forums.tapas.io/t/dashboard-data/56948,,,,,,,,,
162,"Hey, I need some help with a problem i have on create my series",Tech Support | Site Feedback,[]," Well, my problem is with the images needed to create a series, 'cuz, i try to upload the customized images i made and Tapas dont recognize then. I go to  publish and do whatever and stuff i need to do, but when i drop the images on the places or click the upload button and select the archive, just dont work, the images dont upload. I drew all the stuff and they are in the specified size, i tryed in all archive formats i can (PNG, JPEG, BMP), and nothing. Im doing something wrong or the drawing software i use have a conflict or idk, the images format, size, whatever have a issue?
They all be like this when i try to upload:
","['When you say customized image. Does that mean that it isn’t an original PNG/JPG file?', ""the issue may not be the file type but the image size. you'll need to double check both the dimensions of the image (length and width) as well as the file size itself. I know that for comics the limit is 2mb but i'm not sure what it is for banners and icons so be sure to check those too."", 'i drew all of then and export as a image file', '\n\nHaruo:\ni drew all of then and export as a image file\nHey, can you describe the trouble in more detail? What page are you on when you do this, and what do the directions tell you about the uploading? You might have a size issue going on. Start from the beginning, okay? ', 'well, i check it out again, the images are in the correct size and the most weighty file is 547 Kb ', ""Okay, tell us step by step what you're doing and maybe we can figure out what's going on.You're trying to add to an existing comic or starting a new one?"", 'I would help, also, if you take an screenshot of the problem. It may be easier to explain that way.', 'look, im in the New Comic Series tab, trying to upload my images for thumb, book cover and stuff. But, the image dont load. I check twice the images size and the files size, but they are ok, the most weighty file is 547kb, under 2mb. There are no messages about error or something.', 'Okay first off, what web browser are you using? Do you have any plugins or extensions running with it?', 'Im starting a new one', 'Im using google chrome and i have a shimeji plugin', '\n\nHaruo:\nIm using google chrome and i have a shimeji plugin\nOkay, Google Chrome should work but if you have Firefox, can you give that a try?', 'well, it works!\nthank you so much bro ', 'Sweet!\nGood luck! ', 'i get this solved already, thanks bruh']",3/31/2021 15:55,https://forums.tapas.io/t/hey-i-need-some-help-with-a-problem-i-have-on-create-my-series/56937,,,,,,,,,
163,Influx of Inappropriate Spam Comments,Tech Support | Site Feedback,[],"Not really sure which category to put this in, so I'm putting it here. I have been getting an influx of comments on my novels offering sex, a good time, whatever. I block and delete them as soon as I get the notification, but it's extremely aggravating. It's probably because I'm in the staff picks so I have more visibility, but I've had a bunch the past week and none previously.
Just wanted to throw it out there to see if there actually is a new influx or I just wasn't popular enough before to experience it and I should take this as normal.","[""Thanks. I will do that! I write romance, some mature, so I don't think my readers are going to freak out or anything, thankfully. It's just annoying and really doesn't need to be there!""]",3/30/2021 19:15,https://forums.tapas.io/t/influx-of-inappropriate-spam-comments/56900,,,,,,,,,
164,Hey why can’t I log in with my original account to the forums?,Tech Support | Site Feedback,[],"I thought this issue would change once I changed my email but, nope. Let me start with this, when I tried to log into the forums with my original account it wouldn't let me log in for some reason, the verification window would just stay white forever like it froze or something.
 I thought it was because it's an old account so I made second tapas account with a new e-mail and had to use that one for the forums. But then I deleted that account and changed my original account's e-mail to the new one, you following?
Point is, whenever I log in with my main account (https://tapas.io/VanVeleca) it won't work, why??? What if my computer bricks or I get logged out of the forums on random? I'm gonna have to make a separate forums only account again, is there a way to fix this without making a new account?","[""Alright, I guess I might've not expressed myself enough so let me show through these two screenshotsI opened up a private window and tried logging in, this what I got\nScreenshot (223).png1920x1080 191 KB\n\nTen minutes later,\nScreenshot (224).png1920x1080 191 KB\n\nIt still won't load"", 'Damn, ok then ', 'Erm @TapasCommunityTeam ?', 'oh right, I forgot about that']",3/29/2021 12:05,https://forums.tapas.io/t/hey-why-cant-i-log-in-with-my-original-account-to-the-forums/56822,,,,,,,,,
165,#0 in Tapas Best Collection,Tech Support | Site Feedback,[],"little bug in mobile app, all comics from Tapast Best Collection show
#0 in Tapas Best Collection",[],0,https://forums.tapas.io/t/0-in-tapas-best-collection/56746,,,,,,,,,
166,“Oops!” Error occurring while scrolling pages,Tech Support | Site Feedback,[],"I'm getting the  ""Oops"" message while I'm scrolling and reading series for more than three pages. It doesn't matter which series I read, it happens on all of them. This is what I get as an error:

oops.png940x849 225 KB

I can still scroll down, but the page remains darkened and blurry while the oops message stays on top. I can click ""Ok"" and the error goes away until I scroll down again. I'm using the Chrome browser Version 89.0.4389.82
@victoria1 @ratique","['Sorry it took so long to reply, I was at work. Ok, I reset cache and cookies and that worked for a while, but after I read two comics and started a third series, I got the error again.\n \nScreen Shot 2021-03-23 at 9.44.47 PM.png2658x2338 533 KB\n', 'Getting the same error for the last few days, on Firefox and Chrome as well as the phone browser.', 'Thanks! I know how hard it is to get a bug to show itself when you are trying to find it.']",3/23/2021 14:35,https://forums.tapas.io/t/oops-error-occurring-while-scrolling-pages/56603,,,,,,,,,
167,Tapas not working on desktop?,Tech Support | Site Feedback,[],"For some reason, I'm seeing this on the desktop version of Tapas, as seen below:

Tapas Image.JPG1350x415 27 KB

Note that I'm looking at this on Microsoft Edge and its the most updated version of the browser. Please let me know if there is anything I can do to fix this. Thank you for all your help.","[""The problem fixed itself somehow. Tapas is now working for me like always though I did try clearing the cache and cookies but it didn't effect the bug at the time. Thank you for your help!""]",3/22/2021 8:34,https://forums.tapas.io/t/tapas-not-working-on-desktop/56497,,,,,,,,,
168,"Total view, like, comments counters issue",Tech Support | Site Feedback,[],"Hi!
I wanted to find out if there is a way to fix the lapse between the totals in the dashboard and on the novel's page info, because they don't match and it's.. a bit unsettling.I suspect it first happened after my novel was spam-commented (then the comments were deleted but the number remained) and obviously viewed by the spammers.
So, atm, 13:25 EET, my dashboard says this:

count1.jpg893x417 78.3 KB

While the novel page says this:

And just see how it is:


tapas.io1



Earth | 9th century AR | Tapas
The story unfolds after the friendly aliens saved our Blue Planet from death, but the problems kept arising here and there, and both races act together, trying to save humanity this time for sure. At least so it seems on a face of it. The young...





So, the main question, when do I celebrate first thousand?)))
Thank you for looking into this matter. I would gladly accept the lower number, because the scam-view and comments didn't make me too happy, and what I want is matching numbers, as if there never were those scam influx, I'm totally cool with that.
By the way, the mobile app shows just as the novel page:

count3.jpg831x524 111 KB

Thanks!",['The difference on my novel is increasing as well.\n\nimage.png1366x768 98 KB\n\n\nimage.png1366x768 218 KB\n'],3/23/2021 7:13,https://forums.tapas.io/t/total-view-like-comments-counters-issue/56572,,,,,,,,,
169,Pop up Tapas error?,Tech Support | Site Feedback,[],"anyone who's receiving this pop up?
been having this multiple times now..

is it just meee ?..","[""I've gotten it too. But when I refresh, everything is fine.""]",3/23/2021 2:34,https://forums.tapas.io/t/pop-up-tapas-error/56566,,,,,,,,,
170,I can see someone’s scheduled episodes… Is this a glitch?,Tech Support | Site Feedback,[],"Hi, I was just scrolling a certain series when suddenly on the app I found not just their next scheduled episode, but ALL of them stretching forward a whole year. This isn't normal, is it? I assumed you are only supposed to be able to see one if you are not the author.
If this is a glitch, then I will provide more info and screenshots, although I don't want to say which series right now in case there are spoilers involved.","[""I think that's normal, it just depends on how many scheduled episodes the author posted compared to how many they have as a draft."", 'I thought only you could see more than one scheduled episode on your own work but maybe its changed?', 'I just replicated this on Chrome as well; I haven\'t found anyone else who can replicate it, which might mean the glitch is only affecting me? \nThe issue appears to be with sorting between ""newest first"" and ""oldest first""; the story is natively former-first, so if I switch and scroll, it will show more stories. No other stories than this have glitched so far.', 'I can see all my scheduled episodes on the app. It used to show only one. (My series is called, Derailed, if you want to check if you can see the future episodes too.)\nMaybe they changed it. Which could be a bit annoying, because now people will know how big your buffer is.', ""You can see your own scheduled episodes on the app and website; it's other people's who you aren't supposed to be able to see."", ""I've always been able to see multiple scheduled episodes, but I only joined last fall. I think most people just don't schedule more than 1-3 episodes at a time, and one is more normal for community comics, it seems."", ""Okay, thank you, you're right!""]",3/20/2021 2:12,https://forums.tapas.io/t/i-can-see-someones-scheduled-episodes-is-this-a-glitch/56425,,,,,,,,,
171,"Tapas down, what happened?",Tech Support | Site Feedback,[],"So, I was on tapas a few seconds ago and I was clicking a new story when suddenly the site just was super slow, I 'x'ed out of it, then I came back and it was like a 500 page. 
This has been happening like maybe once per month, is there something going on like updates to the website?
(Anyone having the same problem?)","[""Yeah, but it's up again"", 'Oh I see now! But im wondering whats causing it?', 'yeah that just happened to me but its the first time it has. im not sure whats causing it, a bug maybe?', ""\n\nTaekookShips:\nthen I came back and it was like a 500 page.\nIf it said error 500, that's a server timeout.The server might have been too busy or overloaded to handle your request.As to why exactly  that was the case. I don't think  anyone in this forum can tell you unless they work  on Tapas' server""]",3/22/2021 17:56,https://forums.tapas.io/t/tapas-down-what-happened/56551,,,,,,,,,
172,Website freeze at loading comments,Tech Support | Site Feedback,[],"I opened https://tapas.io/episode/2094585?comment_id=125092331
and it froze whole website.
Chrome 89.0.4389.90 - totally frozen websiteFirefox 86.0 - small freeze, then it's ok",[],0,https://forums.tapas.io/t/website-freeze-at-loading-comments/56541,,,,,,,,,
173,PG-13 and 14A Ratings,Tech Support | Site Feedback,[],"Does anyone else here feel like we need the option to use PG-13 and 14A Ratings? There's a lot of situations that aren't suitable for general audiences but aren't really adult, either. Things that fall squarely in the teenage zone where you'd read it but wouldn't show your smaller siblings or cousins.","[""I think it's already hard enough as it is to categorize because of the huge discrepancies between countries. Like, where I live, public drinking, swearing, blood etc isn't such a big deal and children grow up with a lot more violence in their fiction too I believe. Because both authors and audiences are so diverse in in what their cultures tolerate for a rating, it doesn't make sense to have an extensive rating system because it would only cause confusion."", ""What I think would be great to have is a relative rating system in 2 levels.\nAs already noted, what's -13 would be very different for creators depending on what countries they are from, which would make it extremely difficult to rate and bring a lot of potential problems.\nBut, the current system for mature warnings is not great either. I was debating just today what to do with some content in my comic.\nI only have content that Tapas allows, no problem with that. But I have to put the SAME mature warning for non-sexual nudity and for a pretty violent scene. This makes no sense. \nTheoritically, some readers could be shocked by the violent scene because they may expect that  the warning is, like before, just for totally harmless nudity. \nWhich may force authors to add additional warnings (text) that is a spoiler and very immersion breaking.\nIt would be so nice to have a mild warning for all the things that are pretty harmless but for some reason socially unacceptable (non sexual nudity, mild swearing) or harmful but to a lesser extent or very non graphic, AND a stronger warning level for content that is more mature than that but still allowed on Tapas."", 'Yes! Pretty much this! Casual naturalistic nudity is on the same level or a full sex scene. And some violent scenes are not as intense as others but according to the guidelines you should out the filter.  \nI sometimes feel like putting M filter  discourages readers thinking ""this story is not appropriate for me"", when in reality my stuff is in the tone average teen mainstream show or anime.', 'Most people who use this site are 13+. You also need to be 13 or older to make an account on the site, but someone younger could read something while logged out. \nFrom the Terms of Service\nTho I would not be against an rating system.', 'If we assume that all Tapas content is PG-13, then adding 14A would be the only step needed. That way we could hit the same tone as Superbad or Scott Pilgrim without going full Step Brothers or Walk Hard.']",3/21/2021 17:16,https://forums.tapas.io/t/pg-13-and-14a-ratings/56502,,,,,,,,,
174,Tapas app don’t send notification when someone updates their series,Tech Support | Site Feedback,[],"So I didn't want to jump the gun on this right away, but I don't have any other choice.Lately, I don't get notifications when someone updates their series, leaves a comment or subs to me (which happens not quite often tbh. )  I checked if the app was up to date and if I had everything turned on to notify me, everything is fine but big nope. Still nothing.Well, I do get some notifications from the app, but not the one I wish to see (or want to see ever again in my entire life ) :
Screenshot_20210320-192911.png1080x1920 482 KB
I hope someone from the tech department could help or someone having a similar problem like me.",[],0,https://forums.tapas.io/t/tapas-app-dont-send-notification-when-someone-updates-their-series/56453,,,,,,,,,
175,Date + timestamps for episodes list?,Tech Support | Site Feedback,[],"So i'm in the process of doing batch updates for a series and something kinda bugging me is that the only time it gives a timestamp or date is for scheduled updates but not already published ones 
Specifically referring to the episodes part of the dashboard here:
image.png1366x648 80.9 KB

I'm not sure if any others would find it useful but having the dates and the times would help me to keep track of when i've posted an update or the span of time between without having to go to the series itself and look for the time/date marker on each episode. it a convenience request for sure but if it's possible it'd be wonderful to know ","['OMG yes please. I don\'t like how the dates/times are only visible in ""Performance"" tab.The general list for episodes is just lacking so much detail I want it to have', ""glad to know i'm not the only one wishing for this to come back post update \nlike i can get keeping performance info like comments, views and likes to one area but i need to know when i posted my stuff or things will be out of order or outright forgotten "", 'I miss this, as well as the word count, tbh.', ""They got rid of the date in the episode lists too, and it's really bumming me out. It helped give me context of how often people update, if a comic is ended, if I read an update yet, when an update came out, etc.\n\nScreen Shot 2021-03-19 at 9.28.59 PM.png1440x900 493 KB\n""]",3/10/2021 19:14,https://forums.tapas.io/t/date-timestamps-for-episodes-list/56063,,,,,,,,,
