,titles,replies,views,activity,category
823,Are you writing a child-friendly novel? Post it here please!,73,109,May '19,writing-novels
824,Any writers here aiming for trad pub?,34,261,May '19,writing-novels
825,I hit 150 views on my novel!,451,1.4k,Apr '19,writing-novels
826,Novels For Reading,4,264,Apr '19,writing-novels
827,How to Manage information and details about all minor characters and things in your novel?,178,214,Apr '19,writing-novels
828,Describe your Novels to me ;),15,2.0k,Apr '19,writing-novels
829,Review offer for novelists,178,1.3k,Apr '19,writing-novels
830,That day i became a star,48,144,Apr '19,writing-novels
831,Age of magic have new episodes,334,88,Apr '19,writing-novels
832,Ideas for My Novel Series,5,175,Apr '19,writing-novels
833,Attention-grabbing titles,254,257,Apr '19,writing-novels
834,Writing Buddy needs some friends,4,182,Apr '19,writing-novels
835,Writing buddies,198,282,Apr '19,writing-novels
836,Book Covers - (Share your work or favorite cover),56,1.3k,Apr '19,writing-novels
837,Novels by old Novelists!,602,151,Apr '19,writing-novels
838,Finished my first novel,35,241,Apr '19,writing-novels
839,Favorite paragraph!,380,880,Apr '19,writing-novels
840,"Guys please I just joined Tapas and uploaded my first story. The title is ‘Alacrimia’. Please, help me to check it out and support me! Please! God bless you all! Thank you! https://tapas.io/series/Alacrimia",18,162,Mar '19,writing-novels
841,Novel swap thread! Subscribe and read new stories,270,383,Mar '19,writing-novels
842,Paranormal romances,39,187,Mar '19,writing-novels
843,When to start publishing?,436,349,Feb '19,writing-novels
844,Im looking for a discord writers group,11,250,Feb '19,writing-novels
845,Help Reviewing a Single Novel Chapter,255,182,Feb '19,writing-novels
846,Horror Novelists Thread,15,559,Feb '19,writing-novels
847,June 2020- post your latest chapter!,163,844,Feb '19,writing-novels
848,Start Writing the Most Disappointing Novel Possible,284,187,Feb '19,writing-novels
849,METAL GEAR LIQUID - Novela de acción y espionaje táctico en español,8.7k,119,Feb '19,writing-novels
850,What is your word count per episode?,0,547,Feb '19,writing-novels
851,Your Novel Readability Level,74,294,Feb '19,writing-novels
852,Ever write a chapter you have trouble going back to read?,76,215,Jan '19,writing-novels
853,Share your Novel - Google Images!,578,2.9k,Jan '19,writing-novels
854,In search for horror novels! Please promote yours! :D,36,365,Jan '19,writing-novels
855,Read My work and i will read yours and critique each other,346,306,Jan '19,writing-novels
856,Your Character Inspiration,87,1.6k,Jan '19,writing-novels
857,Looking for A Specific Novel,1.0k,168,Jan '19,writing-novels
858,New Writer here!,19,170,Jan '19,writing-novels
859,Any dystopian fantasy novels?,168,173,Jan '19,writing-novels
860,An Action/Adventure/Romance Novel [Shameless Advert],4,154,Jan '19,writing-novels
861,Critique my novel?,87,139,Jan '19,writing-novels
862,I’m a confused newbie :D,7,307,Jan '19,writing-novels
863,Please ‘constructively criticize’ my novel. Appreciate it,146,155,Jan '19,writing-novels
864,Looking for constructive criticism and a way to fix it,11,232,Jan '19,writing-novels
865,Does anyone use the formatting options provided by Tapas?,172,343,Jan '19,writing-novels
866,Separate novels within one series,8,201,Jan '19,writing-novels
867,This editor will critique your writing,192,2.0k,Jan '19,writing-novels
868,One Year on Tapas Plus Self Promo,14,293,Dec '18,writing-novels
869,Chapter 3 : I get to choose my own emblem? - part 1 RELEASED,324,118,Dec '18,writing-novels
870,Chapter 2 uploaded: Tales Of 3 WISHES,4,133,Dec '18,writing-novels
871,New Chapter Uploaded: My Level In This World Is Infinity?,193,152,Dec '18,writing-novels
872,Another Massive Views & Sub for Novel Writers!,0,2.5k,Dec '18,writing-novels
873,Six Volumes of Action! (and a little slice of friendship),68,136,Dec '18,writing-novels
874,Do you name your chapters or do you just name them by number?,9,800,Dec '18,writing-novels
875,Orginal or fanfic,138,291,Dec '18,writing-novels
876,Searching for beta tester! (Psychological/Suspense),27,121,Dec '18,writing-novels
877,What kind of feeling do you get reading this? (WIP),264,135,Dec '18,writing-novels
878,A lot of views but no subs?,49,299,Dec '18,writing-novels
879,When do you know if your work is worth it?,459,381,Dec '18,writing-novels
880,"Reknown Released, Species Dysphoria",0,148,Nov '18,writing-novels
881,Best dialog scene,82,293,Nov '18,writing-novels
882,Novel Lore Anyone?,17,302,Nov '18,writing-novels
883,Why do you post your novels?,210,949,Nov '18,writing-novels
884,Giving feedback to your novel! -PAUSED-,38,274,Nov '18,writing-novels
885,Need Web For My BL Novel,429,178,Nov '18,writing-novels
886,"Weird Writing Quirks, Anyone?",20,1.4k,Nov '18,writing-novels
887,What do you think are like the top ten best novels on here?,185,396,Nov '18,writing-novels
888,Story arcs in your novel!,53,312,Nov '18,writing-novels
889,Novelist Support!,336,2.5k,Nov '18,writing-novels
890,Artwork in novels,14,386,Nov '18,writing-novels
891,"Novelists, Share your Stories Here!",128,1.7k,Nov '18,writing-novels
892,Novel Sharing & Appreciation Thread,14,1.3k,Nov '18,writing-novels
893,Newbie Novel Q: do you like your romance chapters long or short?,152,230,Nov '18,writing-novels
894,Share your world’s map!,2,716,Nov '18,writing-novels
895,Chapters Aren’t Posting,135,159,Nov '18,writing-novels
896,Proof-reader (free),35,548,Nov '18,writing-novels
897,Reviewing Each Other’s Novels,554,188,Oct '18,writing-novels
898,Novels based on fanfic?,10,392,Oct '18,writing-novels
899,Free novel critiques,192,1.9k,Oct '18,writing-novels
900,Novels under 100 subscribers? If anyone needs advice or wants to give me adivce,11,563,Oct '18,writing-novels
901,Im so glad share your victories,228,432,Oct '18,writing-novels
902,First and last genre you wrote for?,9,1.1k,Oct '18,writing-novels
903,Tell me about your favorite main character and your favorite side character!,139,458,Oct '18,writing-novels
904,New Novel check it out and hit me up for collaborations,21,207,Sep '18,writing-novels
905,Looking for collaboration on a new novel or comic,235,166,Sep '18,writing-novels
906,Why do you write? Share your inspirations and novels!,95,424,Sep '18,writing-novels
907,New Writer Looking for feedback on my novel,967,250,Sep '18,writing-novels
908,Goals for your novel + Promotion,25,1.3k,Sep '18,writing-novels
909,How long should a novel be on this platform?,191,339,Sep '18,writing-novels
910,Find out your silly name,24,945,Aug '18,writing-novels
911,New Novel Starting Tomorrow + Shameless Promotion,344,888,Aug '18,writing-novels
912,Coming Soon… Build the hype!,0,238,Aug '18,writing-novels
913,Gauging Interest in my Novel,108,299,Aug '18,writing-novels
914,Anybody plays D&D? Tell your stories!,27,3.1k,Aug '18,writing-novels
915,Subscribe to me I’ll subscribe to you!,248,2.6k,Aug '18,writing-novels
916,New novel people,57,254,Aug '18,writing-novels
917,Novel Promoting and Questions (for YOU)!,499,2.9k,Aug '18,writing-novels
918,New Novels With Zero Views!,36,490,Aug '18,writing-novels
919,Criticism not just Subscribers,288,1.2k,Aug '18,writing-novels
920,Sub for Sub(Post your novel links here),46,1.2k,Aug '18,writing-novels
921,Hi There you are bored looking for a great novel? I recommend mine ^_^,369,159,Aug '18,writing-novels
922,Calling all flash fiction authors!,3,341,Aug '18,writing-novels
923,Offering Short Critiques (Novels!) [CLOSED],140,835,Aug '18,writing-novels
924,Tagging Chapters,16,163,Aug '18,writing-novels
925,What should I post?,157,280,Aug '18,writing-novels
926,Give me your criticism,9,225,Aug '18,writing-novels
927,Webnovel is doing a cool contest for novel writers!,192,568,Aug '18,writing-novels
928,Online resources to improve writing,2,462,Jul '18,writing-novels
929,Lets get Spooky! 2 sentance horror story challenge,91,343,Jul '18,writing-novels
930,Getting Ready to pub. looking for feedback,7,307,Jul '18,writing-novels
931,Self-Promoting+Plea for Feedback,136,275,Jul '18,writing-novels
932,Share down your story why you started to write,14,418,Jul '18,writing-novels
933,How do you come up with your story ideas?,176,965,Jul '18,writing-novels
934,Can I add art to my novel?,0,300,Jul '18,writing-novels
935,New Novel: She is a Sexy Man,97,209,Jul '18,writing-novels
936,New Lore Series,16,256,Jul '18,writing-novels
937,Name frustration,112,598,Jul '18,writing-novels
938,Recommendations: Looking for completed novels (LGBT+ and a few other listed themes),4,1.0k,Jul '18,writing-novels
939,Time Gate: Reaper’s Novelization is now Free to Read!,103,177,Jul '18,writing-novels
940,Let’s play the story game!,117,399,Jul '18,writing-novels
941,POLL: What’s your favorite writing app/tool? Please comment to explain,5.5k,747,Jul '18,writing-novels
942,What’s your least favorite part of the writing and posting process?,47,835,Jul '18,writing-novels
943,Where to find good traffic for my novel?,352,484,Jun '18,writing-novels
944,New Series with possible questionable content. What do?,52,676,Jun '18,writing-novels
945,POLL: What time of the day do you usually write? Please comment to explain,291,613,Jun '18,writing-novels
946,Let’s create a world together for fun by writing 1 or 2 lines after each other ….You can write a 3rd line if needed,7,243,Jun '18,writing-novels
947,My first completed novel!,235,283,Jun '18,writing-novels
948,The Bakery (Original Story Written By Me And A Friend),25,175,Jun '18,writing-novels
949,Make a Recipe Out of Your Novel (Promote Your Novel),246,996,Jun '18,writing-novels
950,What is the worst book you have ever read?,31,6.1k,Jun '18,writing-novels
951,Novel Promotion and Questions,281,1.2k,Jun '18,writing-novels
952,My Novel a little better still want criticism,1,304,May '18,writing-novels
953,Newish writer looking to get out there,159,270,May '18,writing-novels
954,I would love if you gave my wattpad story a chance,31,198,May '18,writing-novels
955,Im willing to draw your novel cover for free ( CLOSED),310,311,May '18,writing-novels
956,Question for novelists,22,1.4k,May '18,writing-novels
957,[CLOSED] Author looking for artist for novel cover [PAID] [CLOSED],293,307,May '18,writing-novels
958,Reviews for Tapas Novels (closed),6,418,May '18,writing-novels
959,Fellow Slice of Life Writers! (Self Promo),199,212,May '18,writing-novels
960,Publica tu Novela Española,17,479,Apr '18,writing-novels
961,Just had my best month since the month I started. (Cries tears of joy),222,289,Apr '18,writing-novels
962,Question about editing past chapters,34,424,Apr '18,writing-novels
963,I want to give a gift. Help get a novel to 200 subs!,486,1.2k,Apr '18,writing-novels
964,"New novel, Help me Improve it!",9,238,Apr '18,writing-novels
965,Need help with naming,176,268,Apr '18,writing-novels
966,Anyone up for a bookclub?,11,226,Apr '18,writing-novels
967,What will be my next novel?,165,243,Apr '18,writing-novels
968,"Nanowrimo Hype, anyone?",7,832,Apr '18,writing-novels
969,What does a ‘major rewrite’ mean during the novel revision process?,139,397,Apr '18,writing-novels
970,Need Help with Novel Descriptions,14,738,Apr '18,writing-novels
971,Inksgiving Novel Ideas,123,343,Apr '18,writing-novels
972,Long Haul Novels,9,574,Apr '18,writing-novels
973,Feedback on Novel!,108,219,Mar '18,writing-novels
974,What genre should this novel be?,0,264,Mar '18,writing-novels
975,Second Opinion please,66,222,Mar '18,writing-novels
976,NaNoWriMo buddies?,9,188,Feb '18,writing-novels
977,New emerging novels,124,277,Feb '18,writing-novels
978,Subscriber Count Almost Never Changes,35,356,Feb '18,writing-novels
979,Romance Novelists Thread,330,3.1k,Feb '18,writing-novels
980,Please review my novel. And post yours so others can review too!,36,403,Feb '18,writing-novels
981,Is this novel format possible on Tapas?,318,338,Jan '18,writing-novels
982,Book Addiction Support Group,7,190,Jan '18,writing-novels
983,A new novel By the Secret Sisters!,132,174,Jan '18,writing-novels
984,Keeping Momentum?,30,603,Dec '17,writing-novels
985,On releasing daily literary content,275,357,Dec '17,writing-novels
986,What are you working at?,16,229,Dec '17,writing-novels
987,First Draft postings,135,470,Dec '17,writing-novels
988,Is my first Chapter Exciting enough (novel),4,508,Dec '17,writing-novels
989,"First Grotheske Anniversary, special episode",182,169,Dec '17,writing-novels
990,"I tried a new writing style in chapter 3, so please give me your opinion about it",14,196,Nov '17,writing-novels
991,Mystery novels ~Mystery~,166,207,Nov '17,writing-novels
992,Novel Review/Promotion Exchange,47,375,Nov '17,writing-novels
993,Where to begin?,591,436,Nov '17,writing-novels
994,Novels vs Series on Tapas,6,444,Nov '17,writing-novels
995,Espaço para escritores brasileiros,196,375,Nov '17,writing-novels
996,Anyone else writing Fantasy Mystery / Monster of the Week?,8,331,Nov '17,writing-novels
997,What’s your novel like? (Advertise with your influences),226,678,Nov '17,writing-novels
998,"GL novelists, post your novels!",19,416,Oct '17,writing-novels
999,Literary Novels?,199,267,Oct '17,writing-novels
1000,Review My Novel?,6,295,Oct '17,writing-novels
