,titles,replies,views,activity,category
2127,Biram’s Laboratory. [formerly:Greetings. I’m not new here],395,886,Jun '19,promotions
2128,Advice on using social media for promoting,3,709,Jun '19,promotions
2129,My first official comic (mystery fiction)!,90,290,Jun '19,promotions
2130,"Hello! This are the 2 links below, Plz check them",58,132,Jun '19,promotions
2131,I’m thinking of posting my novel to Tapas– How is the GL scene here? (and other questions),525,234,Jun '19,promotions
2132,Post All Your Awesome Video Game And Anime Fanart,27,388,Jun '19,promotions
2133,What am i doing right in my comic?,361,254,Jun '19,promotions
2134,"Feedback about my new manga page, you can share your own art here too",15,139,Jun '19,promotions
2135,Professional Editor Giving Novel Critiques [CLOSED],146,441,Jun '19,promotions
2136,Dragon Sparking Summer of Fan Art Contest!,65,172,Jun '19,promotions
2137,Any comics here starring kids being awesome?,358,428,Jun '19,promotions
2138,I am back here asking for some feedback,76,459,Jun '19,promotions
2139,Baltic comic creators,685,163,Jun '19,promotions
2140,"New page Loneliness one-shot, feedback!",24,123,Jun '19,promotions
2141,Action comics/novel reading list!,238,201,Jun '19,promotions
2142,"What should I change about my comic going forward, to make it better?",8,305,Jun '19,promotions
2143,Post comics under 250 subs!,367,1.5k,Jun '19,promotions
2144,Post your comics with Jewish characters!,35,178,Jun '19,promotions
2145,Post your expected schedule for 2020 here,325,2.0k,Jun '19,promotions
2146,Hi Im a new author,71,226,Jun '19,promotions
2147,Subs for Subs! Promo your comic here and make a community!,648,2.0k,Jun '19,promotions
2148,I’m new here - lets share our comics together,0,1.4k,May '19,promotions
2149,Looking for new series by creators post here,58,534,May '19,promotions
2150,New Cyberpunk Occult Series!,43,600,May '19,promotions
2151,Feedback! share your art here,362,106,May '19,promotions
2152,What did I mess up?,53,266,May '19,promotions
2153,I want to read your comics & novels!,400,1.8k,May '19,promotions
2154,Which book cover is the best? (Voting Poll),16,188,May '19,promotions
2155,Promote your comics,204,608,May '19,promotions
2156,Share your comedy comics,83,3.7k,May '19,promotions
2157,Show me your cute comics!,464,1.7k,May '19,promotions
2158,Who WANTS to be seen?!,315,683,May '19,promotions
2159,Share your comic book with me!,3.5k,542,May '19,promotions
2160,"Shoutout your favorite comics here! || Don’t worry, it can be yours! ♥",101,4.0k,May '19,promotions
2161,Show me your comics with page (Promotion),591,1.7k,May '19,promotions
2162,Share Your Underrated Comics! 50 Subs or Less!,70,3.1k,May '19,promotions
2163,CRITS FOR CRITS! - A thread for mutual support and critique,609,584,May '19,promotions
2164,Share your Webcomic 5 the Doc’s alive!,20,217,May '19,promotions
2165,How do I add a link with a preview box?,243,121,May '19,promotions
2166,Comics in which everyone is endearing,83,373,May '19,promotions
2167,New layout changes,1.3k,138,May '19,promotions
2168,Critique my first chapter?,158,231,May '19,promotions
2169,Made a superhero comic! Would like some critique. Leave your own superhero comic as well. Give me something to look at,1.3k,1.7k,May '19,promotions
2170,"Hi there, i’ve just finished updating and publishing my first novel!",3,129,May '19,promotions
2171,My first webtoon’s growth as someone who has no online presence and…… I’m surprised ( Basically a report ),116,578,May '19,promotions
2172,In The Loop - 2nd Break,32,238,May '19,promotions
2173,AR:CANA story by: Project-JK and K-Roa webtoons.com,354,119,May '19,promotions
2174,SUB for SUB slice of life,45,261,May '19,promotions
2175,Show Me Your Adventure Comics,473,2.6k,May '19,promotions
2176,Are you love some action and fantasy comic?,36,186,May '19,promotions
2177,"New here, please check out my Comic and leave yours below!",314,454,May '19,promotions
2178,[Shoutout] Tapas goes Augmented Reality!,68,376,May '19,promotions
2179,My first webcomic - I would love to share with you all!,771,152,May '19,promotions
2180,Help a lost Swede!,0,133,May '19,promotions
2181,Hello From Boston,85,171,May '19,promotions
2182,To all you new creators,18,1.1k,May '19,promotions
2183,"I would love stories similar to mine. Dying Earth, sc-ifi/fantasy, dark setting and weird or complex lore",198,302,May '19,promotions
2184,First time creating a comic. Feedback/ or support pls ❤️,2,346,May '19,promotions
2185,The LEGENDARY Red,104,677,May '19,promotions
2186,Feedback & support needed for my comic 💕,45,172,May '19,promotions
2187,Follow for Follow on Social Media,362,276,May '19,promotions
2188,Please give feedback/comments/support to my comic 💖 💕,76,172,May '19,promotions
2189,Magical Aixa - The Magical Girl fan that became one herself!,612,295,May '19,promotions
2190,The Island Village,98,134,May '19,promotions
2191,Please give me feedback on the first chapter of my new series,659,132,May '19,promotions
2192,"Feedback on new series, Ignis Somnia",54,100,May '19,promotions
2193,Send me the best joke you written,405,366,May '19,promotions
2194,D34TH SQU4D (EN) | Tapas,29,99,May '19,promotions
2195,I’m hungry for feedback FEED ME,389,274,May '19,promotions
2196,Hi. What do you think about this page?,0,201,May '19,promotions
2197,Fantasy Webcomics: what would you recommend?,89,149,May '19,promotions
2198,Vénganse los nuevos!,2,128,May '19,promotions
2199,Newbie Here…terrified and nervous,116,377,May '19,promotions
2200,The thing called life,29,147,May '19,promotions
2201,"Bad Date Kate Comic Series_ The Date, Dinner and the Aftermath",418,100,May '19,promotions
2202,"Hello, I’m new! Do you Have a Martial Arts or Action Story? Post it I’ll read",16,369,May '19,promotions
2203,New Writer Here! Any other gothic fantasy creators?,176,238,May '19,promotions
2204,New Author Looking for Feedback!,30,190,May '19,promotions
2205,I’m Baackkkk :D Hi!,308,482,May '19,promotions
2206,"Hi, I just released my new video game comic, I hope you like it",2,117,May '19,promotions
2207,https://tapas.io/series/Cracked-Reality-,64,165,May '19,promotions
2208,Interactive Webtoon with choices and multiple endings (Prototype),65,222,May '19,promotions
2209,Nice to meet you,486,233,May '19,promotions
2210,Free Critiques/Reads – No Critique/Read Exchange Necessary,33,3.9k,May '19,promotions
2211,Leanme y denme críticas constructivas,263,100,May '19,promotions
2212,Soy nuevo y no muevo…,62,286,May '19,promotions
2213,What would your comic taste like?,399,601,Apr '19,promotions
2214,Which cover is more appealing?,12,688,Apr '19,promotions
2215,Wrathbornes toons,176,114,Apr '19,promotions
2216,Feedback on my comic!,37,130,Apr '19,promotions
2217,Show me your Sci-fi/ Sci-fantasy comics!,303,2.5k,Apr '19,promotions
2218,Please could you critique my comic? I’m pretty new at this!,84,263,Apr '19,promotions
2219,J x J …. (BL) - Now on tapas! :D,874,120,Apr '19,promotions
2220,Please critique my comic!,2,140,Apr '19,promotions
2221,The tapas ‘new look’ poll,100,4.1k,Apr '19,promotions
2222,Cauldron Gatherings: Horror Readers & Writers - Novels,41,291,Apr '19,promotions
2223,Tapasfans.com - The Unofficial Search Tool,315,261,Apr '19,promotions
2224,Any youtuber friend here?,47,399,Apr '19,promotions
2225,Novels Brasileiras,566,190,Apr '19,promotions
2226,How to make my comic more approachable?,2,477,Apr '19,promotions
2227,New to Tapas! Love to get some feedback and vice versa!,125,118,Apr '19,promotions
2228,Comic/Manga story–a feedback would be appreciated,26,192,Apr '19,promotions
2229,Viewing the comics in the new layout,173,283,Apr '19,promotions
2230,Hello! I need some opinion about my comic book,64,182,Apr '19,promotions
2231,EYE HAND VOICE Chapter One is complete,453,136,Apr '19,promotions
2232,Can you guys check out my two stories and give some tips please?,5,138,Apr '19,promotions
2233,Feedback for test comic page,76,158,Apr '19,promotions
2234,Promote the novel above you,1,112,Apr '19,promotions
2235,Nights With No Moon [New LGBTQ+/BL Novel Series],50,164,Apr '19,promotions
2236,Just started posting!,30,200,Apr '19,promotions
2237,Oh boy! Another self-promotion! (Fantasy/LGBTQ+),312,208,Apr '19,promotions
2238,Thoughts on My Cover?,115,356,Apr '19,promotions
2239,The Babies Comic Series _ Happy Spring!,723,119,Apr '19,promotions
2240,Alguien me lee?,15,193,Apr '19,promotions
2241,Question about views,188,293,Apr '19,promotions
2242,♡Which are your favorite Romance comics?♡ Share & Discover!,5,521,Apr '19,promotions
2243,"Too cluttered, too boring, or improving",127,421,Apr '19,promotions
2244,"Back to Tapas after 3 years off! Old, new ideas and help going forward",80,246,Apr '19,promotions
2245,The fourth chapter of my webcomic is out!,704,247,Apr '19,promotions
2246,Redoing my first webcomic on here,44,378,Apr '19,promotions
2247,Choose your own story comic! :D,394,179,Apr '19,promotions
2248,My BJJ related mini-comic,26,295,Apr '19,promotions
2249,Feedback on a short written thingamajing,285,130,Apr '19,promotions
2250,The next 5 people to Sub to my comic get a free dog doodle from me(closed),0,290,Apr '19,promotions
2251,Should i remake my art?,59,436,Apr '19,promotions
2252,I finally posted my comic after 2 years,30,312,Apr '19,promotions
2253,I’d like to ask for an honest feedback on my BL novel,249,152,Apr '19,promotions
2254,Looking for new criticism,3,218,Apr '19,promotions
2255,The Power of Friensip,84,649,Apr '19,promotions
2256,I Made a JoJo’s Bizarre Adventure Fancomic! Link me to other fancomics,0,171,Apr '19,promotions
2257,New comic promotion (give sub free),65,662,Apr '19,promotions
2258,The third chapter of my webcomic is out!,40,119,Apr '19,promotions
2259,Finally my Chapter 2 is completed,259,129,Apr '19,promotions
2260,Autism Acceptance 2020 series,56,244,Apr '19,promotions
2261,If you like Overwatch,346,423,Apr '19,promotions
2262,Post Your Romance/ Drama Comic!,0,220,Apr '19,promotions
2263,GLINT updates and news,64,1.3k,Apr '19,promotions
2264,The Crucial Corona Chronicles (my new daily comic),12,120,Apr '19,promotions
2265,My new comic Land of Tut,172,126,Apr '19,promotions
2266,New Series - New Characters!,54,150,Apr '19,promotions
2267,Please help me with title ideas for my stories,384,307,Apr '19,promotions
2268,Youtube friends!,229,182,Apr '19,promotions
2269,Recommend me your Funny/Comedy/Humor Novel/short Stories!,1.9k,175,Apr '19,promotions
2270,New novel – PLAY LAND,59,118,Apr '19,promotions
2271,Please critique my webcomic cover composition!,585,437,Apr '19,promotions
2272,My new One-Shot manga!,1,183,Apr '19,promotions
2273,My First Novel Here!,76,145,Apr '19,promotions
2274,My first year anniversary(Plimtor),0,245,Apr '19,promotions
2275,The second chapter of my comic series is out!,61,142,Mar '19,promotions
2276,Would like critique on my logo and story description please!,56,288,Mar '19,promotions
2277,Compliments Thread!,352,537,Mar '19,promotions
2278,I’ll give positive reviews to your comics only if you,29,306,Mar '19,promotions
2279,Is that topic meant to do self promotion?,386,223,Mar '19,promotions
2280,"Please, check out my new comic if you like <3",0,188,Mar '19,promotions
2281,First Chapter Feedback Trade,65,303,Mar '19,promotions
2282,Homework & Exams Aren’t The Only Things This College Freshman has to Stress Over,3,693,Mar '19,promotions
2283,Do you think I ended my novel well?,114,123,Mar '19,promotions
2284,Feedback wanted on my prologue,25,207,Mar '19,promotions
2285,Feedback for my novel,290,138,Mar '19,promotions
2286,Help for Share (10 subs and less),2,280,Mar '19,promotions
2287,"Comics with asexual characters, promote them",77,1.1k,Mar '19,promotions
2288,NEW and low-sub BL comics? (under 300 subs),0,138,Mar '19,promotions
2289,What’s this? A convenient compilation of my important stuff so I can advertise all of it at once? How fortuitous!,49,123,Mar '19,promotions
2290,Happy April Fools Day!,0,506,Mar '19,promotions
2291,Looking for feedback on horror comic!,51,242,Mar '19,promotions
2292,Our collab series!,97,218,Mar '19,promotions
2293,What do you think about this season so far?,589,196,Mar '19,promotions
2294,Need feedback on my comic that I just started,4,157,Mar '19,promotions
2295,I’m new and want to give your novels feedback!,115,464,Mar '19,promotions
2296,NEW Fantasy Serie,20,172,Mar '19,promotions
2297,Hello World! Another Webtoon refugee here,225,327,Mar '19,promotions
2298,A Day in the Life Comic Series Retail Therapy now on Strange Canine Comics,1,125,Mar '19,promotions
2299,Artist Collab Magazine Feedback,62,273,Mar '19,promotions
2300,Should I edit old episodes?,32,253,Mar '19,promotions
2301,Cellphone Charms of Nova and Max,368,556,Mar '19,promotions
2302,What could make my comic better?,36,316,Mar '19,promotions
2303,I really missed forums. Hello!,284,349,Mar '19,promotions
2304,My Comic (All Broken Gods) Is Finally Over!,19,253,Mar '19,promotions
2305,Fantasy Steampunk Novel,151,178,Mar '19,promotions
2306,More than one episode posted same day?,44,214,Mar '19,promotions
2307,Why can’t the background Gods just bless me already :’D,2.2k,346,Mar '19,promotions
2308,New ‘Niki and Betty’ comic,34,173,Mar '19,promotions
2309,Check out my new novel! (feedback is welcome),289,157,Mar '19,promotions
2310,Uploading My Reincarnation Fantasy Novel on Tapas Daily (Quarantine Edition),7,260,Mar '19,promotions
2311,Hiiiii guys! I am new here!,152,374,Mar '19,promotions
2312,Hi! I’m Writing Steampunk!,5,201,Mar '19,promotions
2313,Should it be longer?,131,176,Mar '19,promotions
2314,I’m still finishing up the script but can I get some general feedback on art and story?,2,310,Mar '19,promotions
2315,(At a crossroads) Need some advice,96,375,Mar '19,promotions
2316,Wowowo hey i’m here bow down,151,186,Mar '19,promotions
2317,Webtoon short story contest 1st chapter feedback please,3.3k,671,Mar '19,promotions
2318,Zootropolis and Twilight had an affair in Japan (Not comparing),7,655,Mar '19,promotions
2319,A Work Of Newbie Writer,74,167,Mar '19,promotions
2320,Fading Flare Ep 1 Pt 2,15,153,Feb '19,promotions
2321,The Babies Comic Series _ Mr. Winky! Now on Strange Canine Comics,126,120,Feb '19,promotions
2322,Uploading old Smack Jeeves banners…good idea?,39,293,Feb '19,promotions
2323,What tags can I use for my novel,275,244,Feb '19,promotions
2324,Live streaming the porcess of my webtoon!,0,163,Feb '19,promotions
2325,This Is Not What I Expected Out of a Cat Girl!,109,362,Feb '19,promotions
2326,I need feedback please. / Mangaka group?,73,337,Feb '19,promotions
2327,Is my manga confusing? - please leave as much feedback as possible,466,354,Feb '19,promotions
2328,New to Tapas Creative Community!,0,537,Feb '19,promotions
2329,Is the beginning of my comic boring? Feedback/Critique please!,40,278,Feb '19,promotions
2330,Anemone https://tapas.io/series/Anemone1,214,137,Feb '19,promotions
2331,One year of the Last BL Comic. ”This is how worldbuilding in webcomics is done”,1.5k,388,Feb '19,promotions
2332,"Welp, it’s about time",11,293,Feb '19,promotions
2333,Tango Guapo - new genre - Ballroom Manga,125,190,Feb '19,promotions
2334,Game: put your comic/novel title as pictures only!,1,1.7k,Feb '19,promotions
2335,Super Comic Recommendation Sandwich,47,666,Feb '19,promotions
2336,https://tapas.io/series/Reborn-to-the-17th-Century tapas.io,8,151,Feb '19,promotions
2337,Which should I go with?,121,234,Feb '19,promotions
2338,Dreamwalker Felix - Seeking Criticism and Feedback,9,375,Feb '19,promotions
2339,"New Manga Artist in Town - Tango Guapo, saying Hello",97,155,Feb '19,promotions
2340,Post Your Latest Page February 2020,154,3.8k,Feb '19,promotions
2341,Send me your comedy novels,1.3k,145,Feb '19,promotions
2342,"After three months of updates, Shambles has now reached its 30th lesson!",2,129,Feb '19,promotions
2343,Happy Wonderful International Women’s Day!,106,162,Feb '19,promotions
2344,Comic Critiques! 20 FOLLOWERS AND UNDER <3,0,764,Feb '19,promotions
2345,NSFW Book Feedback Request,75,546,Feb '19,promotions
2346,"Let’s Share Comics (Fantasy/Sci-fi , slightly dark, slightly dramatic)",49,693,Feb '19,promotions
2347,Post Your Cover Pics Here!,522,20.6k,Feb '19,promotions
2348,Feedback honest feedback please,113,590,Feb '19,promotions
2349,DON’T promote your comics here: the thread for training your willpower,1.0k,2.2k,Feb '19,promotions
2350,How to escape the big sad,8,648,Feb '19,promotions
2351,Website update changes,166,3.3k,Feb '19,promotions
2352,Topwebcomics.com (vote exchange/promo) thread,27,3.1k,Feb '19,promotions
2353,10 Whole Freaking Subscribers,395,461,Feb '19,promotions
2354,The new Tapas design is,77,819,Feb '19,promotions
2355,Uploading On Webtoons,740,301,Feb '19,promotions
2356,Just came back from a 3 year hiatus and wanna introduce myself n also post my comic for any curious readers to try out n see if they like it,2,226,Feb '19,promotions
2357,Presentation - Apocalypse Silver Warrior,122,234,Jan '19,promotions
2358,I’m doing a Q&A episode for the firs time,56,225,Jan '19,promotions
2359,Using Videos for Promo?,412,145,Jan '19,promotions
2360,New story starts today,0,156,Jan '19,promotions
2361,Comics with polyamorous relationships promo thread,56,375,Jan '19,promotions
2362,Looking again for feedback yet yet again,6,163,Jan '19,promotions
2363,0 subs till 69 subs thanks for the cooperation,99,217,Jan '19,promotions
2364,Feedback for my webcomic?,0,292,Jan '19,promotions
2365,Art Feedback Wanted!,71,341,Jan '19,promotions
2366,Need A Little Bit Of Help With Depth/Perspective,27,297,Jan '19,promotions
2367,Read premium. Learn from the best,287,2.3k,Jan '19,promotions
2368,"A Day in the Life with Cecil, Kip and Oliver",27,138,Jan '19,promotions
2369,Looking for feedback for my Novel,289,164,Jan '19,promotions
2370,"Hey Folks! New to Tapas. Just want to say hi and introduce my scifi/fantasy comic, Talis",0,325,Jan '19,promotions
2371,SHADOWSTEP | Webcomic Begins! (￣^￣)ゞ,131,394,Jan '19,promotions
2372,"New Year, New Me, Better Flow?",18,222,Jan '19,promotions
2373,Been thinking about making Tapas my Main Comic Site,177,242,Jan '19,promotions
2374,Shameless plug for a (sort of) new comic,0,255,Jan '19,promotions
2375,A funny comic wants your attention,95,448,Jan '19,promotions
2376,Which Style Do You Prefer 2? (Poll),23,316,Jan '19,promotions
2377,I started a new series!,219,344,Jan '19,promotions
2378,Looking for some critiques on my work,4,204,Jan '19,promotions
2379,My comic has a summary,132,302,Jan '19,promotions
2380,SHILO starts today!,37,183,Jan '19,promotions
2381,"If I tell you the title of two novel I’ve written, tell me what kind of story you think they might be or could be",243,275,Jan '19,promotions
2382,"Can I get as much answers on this as I can to see how interested people are in webcomics, Do you enjoy viewing webcomics as much as you love reading Japanese manga?",11,637,Jan '19,promotions
2383,Any side characters you like to share?,168,355,Jan '19,promotions
2384,Strange Canine Comics on Tapas!,67,206,Jan '19,promotions
2385,Newbie here! and has a new ask box and is ready for questions!,513,170,Jan '19,promotions
2386,"Help, I’m in need of character help",23,799,Jan '19,promotions
2387,Happy Valentine’s Day Everyone! Bad Date Kate Comic The Hike now on Tapas!,199,194,Jan '19,promotions
2388,Is It Wrong to Try to Pick Up Girls in a Private School? tapas.io,24,439,Jan '19,promotions
2389,Final Chapter Of My Comic Is Finished! ^^,349,307,Jan '19,promotions
2390,Looking for some feedback on the art style,7,257,Jan '19,promotions
2391,I’ve been trying some new stuff on my webcomic,226,351,Jan '19,promotions
2392,Just Published First Part,8,318,Jan '19,promotions
2393,Help stop me from going the way of Norman Boutin,133,620,Jan '19,promotions
2394,Can you critique my comic?,43,493,Jan '19,promotions
2395,Need Reviews Please!,249,209,Jan '19,promotions
2396,New author seeking feedback (Please),21,398,Jan '19,promotions
2397,VECTOR & RASTER (more likes than views),193,308,Jan '19,promotions
2398,The 2nd chapter for my comic is already finished! :D,0,172,Jan '19,promotions
2399,New Comic looking for feedback (small comic strip),61,193,Jan '19,promotions
2400,Are the eyes too much?,1,591,Jan '19,promotions
2401,I would like some advice and feedback,101,211,Jan '19,promotions
2402,New Fantasy - Adventure comic: Dark Worlds RPG,96,205,Jan '19,promotions
2403,After some feedback on ‘Breached’,710,313,Jan '19,promotions
2404,Searching for Beta Readers!,99,254,Jan '19,promotions
2405,“Nobody Here” officially on Tapas!,803,292,Dec '18,promotions
2406,I need some feedback on my contest entry. (Seriously),7,370,Dec '18,promotions
2407,New Creator introducing here,145,520,Dec '18,promotions
2408,My Most Recent Chapter (Chapter 26),49,170,Dec '18,promotions
2409,I need some constructive criticism,309,364,Dec '18,promotions
2410,First day on Tapas!,21,276,Dec '18,promotions
2411,"Hi everyone, we are new and we just published a comic!",187,273,Dec '18,promotions
2412,First chapter finished,29,448,Dec '18,promotions
2413,New creator looking for some feedback on horror/comedy comic,370,296,Dec '18,promotions
2414,"Hey, newbie here",37,403,Dec '18,promotions
2415,Mind helping me out and doing a crtique on this novel?,340,370,Dec '18,promotions
2416,I’m proud to announce I made it to 20 pages uploaded,62,322,Dec '18,promotions
2417,I need more critics to point me in the right direction,479,226,Dec '18,promotions
2418,Looking for Honest Critique!,2,374,Dec '18,promotions
2419,"If you got time, want to critique my novel?",63,334,Dec '18,promotions
2420,"First time making a comic, wouldn’t mind some critique on it so far!",10,352,Dec '18,promotions
2421,First 3 parts of my artsy silent comic ‘Silence’. Based in a dark post apocalyptic world where making sound is dangerous,107,234,Dec '18,promotions
2422,Adventure Sci-Fi Comic Series using a 3D Engine - What do you think? Prologue + 4 Episodes out already,13,217,Dec '18,promotions
2423,Where should Kärumtoo solve a case next? (Poll: first batch),260,249,Dec '18,promotions
2424,Reintroducing Myself,25,499,Dec '18,promotions
2425,Requesting feedback for my current series (Contains BL Elements),342,252,Dec '18,promotions
2426,Help me improve my website!?,0,429,Dec '18,promotions
2427,"I’m New and Looking for Friends, Readers, Books…Everything(?)",67,537,Dec '18,promotions
2428,Boingkid™ Second comic story released!,15,163,Dec '18,promotions
2429,"Hi sharing my new Erotic Comic NSFW, looking for feedback",225,856,Dec '18,promotions
2430,NEW TO TAPAS! Looking for feedback for my new Romance Comedy Comic!,0,234,Dec '18,promotions
2431,"Hey, just looking for feedback",75,243,Dec '18,promotions
2432,Which font do you prefer?,1,521,Dec '18,promotions
2433,NEW COMIC: “Bicycle Love” by Jaylee Draws,102,237,Dec '18,promotions
2434,Looking for some critique and opinions,83,300,Dec '18,promotions
2435,Feedback on Title,2.2k,367,Dec '18,promotions
2436,Hi everyone! I’m new here just introduced me :3,3,431,Dec '18,promotions
2437,Which Style Do You Prefer? POLL,174,680,Dec '18,promotions
2438,Finally made progress on my intro!,63,299,Dec '18,promotions
2439,Hello There! (New to Tapas),483,398,Dec '18,promotions
2440,Are short stories welcome here?,0,248,Dec '18,promotions
2441,Hey guys! Just wanted to introduce myself,50,603,Dec '18,promotions
2442,How’s my dead dragon looking?,25,522,Dec '18,promotions
2443,[CLOSED for now] Volunteer editor here to read your stories!,298,863,Dec '18,promotions
2444,Comments for comments: an exchange (any comics and novels are allowed),52,422,Dec '18,promotions
2445,Hi. I’m new to webcomics and I could really use some feedback,380,173,Dec '18,promotions
2446,What two things does my manga remind you of?,65,421,Dec '18,promotions
2447,Hello here is a comic,522,337,Dec '18,promotions
2448,Need some Feedback with r4r and c4c too,2,174,Dec '18,promotions
2449,Season 2 epidsode 1 of my comic Does anyone have feedback,58,146,Dec '18,promotions
2450,Script feedback numero 409,33,228,Dec '18,promotions
2451,"The Power of Stardust! Superhero action, adventure, and mystery!",2.8k,794,Nov '18,promotions
2452,Help a newcomer,3,314,Nov '18,promotions
2453,Tapas recommendations thread,69,325,Nov '18,promotions
2454,"(Self)Promo thread for dark, atmospheric comics! 🌑",2,492,Nov '18,promotions
2455,Does my comic Plimtor have potential?,101,1.4k,Nov '18,promotions
2456,Newbie Looking To Grow - Mutual Subs?,54,564,Nov '18,promotions
2457,A grand return? Doubtcent is back on Tapas,991,202,Nov '18,promotions
2458,Introducing our 1st comic! 🌙 Feedback would be appreciated!,72,356,Nov '18,promotions
2459,Newbie here glad to be here,553,377,Nov '18,promotions
2460,Redrawing old comic,12,331,Nov '18,promotions
2461,Vote for the next POW! Right in the Nostalgia story arc!,111,170,Nov '18,promotions
2462,[INTRO] Howdy! Nice to meet ya!,4,426,Nov '18,promotions
2463,Any suggestions?,86,652,Nov '18,promotions
2464,Webtoon Canvas Reading Challenge,30,994,Nov '18,promotions
2465,Girls Love comics with cute lesbians? (feel free to self-promote),1.2k,3.4k,Nov '18,promotions
2466,Please help me with my comic description,0,351,Nov '18,promotions
2467,New here! and…How do you manage your time?,142,379,Nov '18,promotions
2468,Fiction Fusion Frenzy!,2,405,Nov '18,promotions
2469,"Would you support visual novel, based on my comics, on crowdfunding resource? (poll)",101,208,Nov '18,promotions
2470,New BL Comic Coming Soon,12,396,Nov '18,promotions
2471,Tapas community at its best (Share similar stories),131,400,Nov '18,promotions
2472,Hello! I’m new here,12,592,Nov '18,promotions
2473,TODAY IS MY 3 YEAR ANNIVERSARY!,151,607,Nov '18,promotions
2474,Promote your friends/others! Not yourself!,12,544,Nov '18,promotions
2475,Announcement: Boingkid™ Comic series arrived on Webtoon and Tapas!,159,333,Nov '18,promotions
2476,Introduction for Inℭight Ælight,5,464,Nov '18,promotions
2477,Crit my Boobies,176,3.2k,Nov '18,promotions
2478,Show me your Toyhou.se!,2,896,Nov '18,promotions
2479,DRAGOONS: Days & Knights is finally here to stay!,82,404,Nov '18,promotions
2480,Would you read a comic that looks like this? (+feel free to promote comics with interesting style),34,1.3k,Nov '18,promotions
2481,Lets try this again: Would you read a comic that looks like this? (+Promo comics with unique style),378,1.2k,Nov '18,promotions
2482,"For Those Who Care, The Black Belt Society is Returning to Tapas! (and deviantart)",9,250,Nov '18,promotions
2483,Beyond fanart. Share your present from a reader,103,499,Nov '18,promotions
2484,Rules for Responding/Dealing with Forum Feedback,0,813,Nov '18,promotions
2485,Looking for feedback as I shift my comic into a new style,83,417,Nov '18,promotions
2486,"Love Me, Deity Year in Review",6,166,Nov '18,promotions
2487,Two New Novels On Tapas,106,145,Nov '18,promotions
2488,Do you read a series that just makes you feel 😍?,16,373,Nov '18,promotions
2489,"Shambles, celebrating its tenth lesson, and tenth day since it was created!",196,136,Nov '18,promotions
2490,Genre-Test your Comic!,3,2.8k,Nov '18,promotions
2491,Constructive critique for future chapters? (Will crit. in return),79,498,Oct '18,promotions
2492,New Comer Kid (I wanna be your friends),2,919,Oct '18,promotions
2493,Describe your comic in 5 words!,141,1.2k,Oct '18,promotions
2494,Sneak Peak of Chapter 6 from SOUL STARS,10,138,Oct '18,promotions
2495,Translating My Comic Into Japanese! (Do You Translate Yours? :O),133,722,Oct '18,promotions
2496,New ‘Niki and Betty’ update,21,175,Oct '18,promotions
2497,"Created My First Comic! Looking for subs, feedback, etc",556,276,Oct '18,promotions
2498,New Novel: I’d Love Feedback!,7,191,Oct '18,promotions
2499,I published my first short novel! Thoughts? Opinions?,118,217,Oct '18,promotions
2500,Titty demons and punching. Thoughts?,0,1.2k,Oct '18,promotions
2501,Answer this simple question and share your comic!,51,2.0k,Oct '18,promotions
2502,Share your Webcomic 4 gimme gimme moar gimme moar gimme gimme moar,29,2.3k,Oct '18,promotions
2503,I guess I should do concept art,301,486,Oct '18,promotions
2504,I’m looking for subscribers!,0,357,Oct '18,promotions
2505,Redraw of my comic,47,349,Oct '18,promotions
2506,I’m Looking for feedback and will trade,133,268,Oct '18,promotions
2507,"Relatively new to Tapas, I need criticism",810,378,Oct '18,promotions
2508,Shameless Comic Promo : The Witch and the Beast,74,207,Oct '18,promotions
2509,New on tapas friday 13th december m.tapas.io,775,196,Oct '18,promotions
2510,Looking for critique on my action comic,0,175,Oct '18,promotions
2511,Promoting and looking for feedbacks!,61,366,Oct '18,promotions
2512,New to Webtoons and I need some constructive criticism,14,391,Oct '18,promotions
2513,KUL7. A ton of work finally being released,123,184,Oct '18,promotions
2514,Did I did anything wrong on my new webcomic? Why the low views?,0,494,Oct '18,promotions
2515,"I just migrated here from Smack Jeeves, and I already love it",85,500,Oct '18,promotions
2516,Just got 30 subs on WebToon! Share your comics with that or close number of subs :D,45,475,Oct '18,promotions
2517,Looking to gain 100 subs so i can fiddle with the ads feature,379,429,Oct '18,promotions
2518,Upload of the WEEK!,8,219,Oct '18,promotions
2519,[ PT-BR ] - Mangá Shounen Brasileiro!,130,189,Oct '18,promotions
2520,Do you write silent comics? Let’s talk about it!,3,260,Oct '18,promotions
2521,I’m writing a story about father time and mother nature (ish),121,223,Oct '18,promotions
2522,Completed Series,74,234,Oct '18,promotions
2523,Not sure where to post this tapas.io,478,268,Oct '18,promotions
2524,Criticize my comic (Niki and Betty),33,292,Oct '18,promotions
2525,Bring forth any traditional hand drawn comics,298,601,Oct '18,promotions
2526,Presenting the Official Tapas Christmas Party!,55,268,Oct '18,promotions
2527,Can I get an Art Crit?,470,402,Oct '18,promotions
2528,Relick video game comic,36,202,Oct '18,promotions
2529,Where are your series on the Tapas app? (Promote you series),220,1.2k,Oct '18,promotions
2530,Let’s talk about our comics,0,470,Oct '18,promotions
2531,This is a re-worked version which I’ve started very recently,81,198,Oct '18,promotions
2532,Music to the episodes… (The Catmen Sorceress),34,544,Oct '18,promotions
